"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","1980",,,"        27","0","        90","0","       177"," ","        46"," ",,,"37.85"," ,0","66.1","0","76.0","0","56.2","0","   160014","X",,,,,"48.3","X"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","1981",,,"        38","0","        78","0","       155"," ","        56"," ",,,"40.07"," ,0","65.7","0","76.6","0","54.8","0","   167454","X","       320","X","46.1","X","57.5","X"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","1982",,,"        19","0","        61","0","       208"," ","        62"," ",,,"52.27"," ,0","67.5","0","77.3","0","57.8","0","   138534","X","       300","X","29.1","X",,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","1983",,,"        18","0","        64","0","       169"," ","        40"," ",,,"54.54"," ,0","65.6","0","75.4","0","55.8","0","   163338","X","       100","X","34.9","X","51.7","X"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","1984","6.7","X","        18","0","        64","0","       179"," ","        52"," ",,,"50.69"," ,0","67.0","0","77.3","0","56.6","0","   172336","X","       220","X","44.1","X","67.8","X"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","1985","7.2","X","        35","0","        86","0","       181"," ","        63"," ",,,"38.67"," ,0","67.6","0","78.0","0","57.1","0","   169053","X","       230","X","40.0","X","62.2","X"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","1986","7.8","X","        16","0","       114","0","       194"," ","        70"," ",,,"45.34"," ,0","68.6","0","79.4","0","57.8","0","   168867","X","       350","X","36.9","X","63.3","X"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","1987","8.5","X","        19","0","        86","0","       199"," ","        64"," ",,,"56.72"," ,0","66.5","0","76.9","0","56.2","0","   173213","X","       150","X","29.1","X","58.6","X"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","1988","7.8","X","        39","0","        77","0","       185"," ","        49"," ",,,"48.20"," ,0","65.7","0","76.4","0","55.0","0","   176687","X","       220","X","29.1","X","44.7","X"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","1989","8.1","X","        21","0","        80","0","       210"," ","        63"," ",,,"46.90"," ,0","67.0","0","77.4","0","56.6","0","   155000","X",,,,,"56.4","X"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","1990","7.8","X","         5","0","       100","0","       182"," ","        52"," ","77.0","0","43.11"," ,0","69.4","0","80.4","0","58.4","0","   185328","X","       310","X","34.9","X","60.8","X"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","1991","8.1","X","        13","0","        80","0","       189"," ","        76"," ","62.3","0","68.45"," ,0","68.4","0","78.0","0","58.8","0","   166952","X","       250","X","40.0","X","65.5","X"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","1992","8.1","X","         9","0","        66","0","       183"," ","        70"," ",,,"58.38"," ,0","66.7","0","76.4","0","57.0","0","   165101","X","       270","X","34.9","X",,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","1993","8.3","X","        13","0","        98","0","       174"," ","        64"," ",,,"48.06"," ,0","67.2","0","77.2","0","57.1","0","   174165","X","       300","X","40.9","X","67.8","X"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","1994","7.8","X","        15","0","        69","0","       172"," ","        82"," ",,,"69.48"," ,0","67.9","0","77.7","0","58.2","0","   156024","X","       280","X","32.0","X","59.7","X"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","1995","7.2","X","        20","0","        77","0","       170"," ","        61"," ",,,"51.13"," ,0","67.5","0","77.3","0","57.6","0",,,"       290","X","40.0","X","66.7","X"
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","1996",,,"        31","0","        62","0","       216"," ","        61"," ",,,"36.18"," ,0","66.0","0","77.0","0","54.9","0",,,,,,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","1997","6.0","X","        20","0","        52","0","       255"," ","        52"," ",,,"55.74"," ,0","65.6","0","76.0","0","55.3","0",,,,,,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","1998","5.8","X","        11","0","        84","0","       252"," ","        56"," ",,,"49.50"," ,0","68.0","0","78.4","0","57.6","0",,,,,,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","1999","6.0","X","        28","0","        68","0","       225"," ","        43"," ",,,"48.81"," ,0","66.6","0","78.1","0","55.1","0",,,,,,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2000","5.6","X","        42","0","        84","0","       201"," ","        50"," ",,,"37.45"," ,0","65.2","0","77.0","0","53.5","0",,,,,,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2001","5.6","X","        28","0","        59","0","       217"," ","        53"," ",,,"31.66"," ,0","66.4","0","77.4","0","55.4","0",,,,,,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2002","5.8","X","        32","0","        76","0","       210"," ","        45"," ",,,"47.45"," ,0","67.2","0","77.6","0","56.7","0",,,,,,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2003","5.6","X","        31","0","        57","0","       238"," ","        63"," ",,,"47.74"," ,0","66.4","0","76.6","0","56.1","0",,,,,,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2004","6.3","X","        27","0","        61","0","       202"," ","        57"," ",,,"37.23"," ,0","66.2","0","76.4","0","56.0","0",,,,,,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2005","6.5","X","        18","0","        70","0","       222"," ","        57"," ",,,"46.07"," ,0","65.9","0","76.4","0","55.4","0",,,,,,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2006","6.3","W","        23","0","        81","0","       244"," ","        40"," ",,,"34.49"," ,0","66.5","0","78.1","0","54.9","0",,,,,,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2007","6.3","W","        21","0","        67","0","       235"," ","        45"," ",,,"49.95"," ,0","67.3","0","78.1","0","56.4","0",,,,,,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2008","6.5","W","        22","0","        88","0","       212"," ","        42"," ",,,"47.30"," ,0","67.2","0","77.8","0","56.6","0",,,,,,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2009","6.7","W","        24","0","        70","0","       237"," ","        55"," ",,,"61.12"," ,0","66.7","0","76.8","0","56.7","0",,,,,,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2010","6.5","W","        60","0","       102","0","       186"," ","        55"," ",,,"36.37"," ,0","66.0","0","77.2","0","54.9","0",,,,,,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2011","6.9","W","        20","X","       121","X","       180"," ","        55"," ",,,"34.87"," ,X","67.9","X","79.6","X","56.3","X",,,,,,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2012","6.7","X","        17","X","        67","X","       134"," ","        58"," ",,,"40.24"," ,X","68.3","X","79.0","X","57.7","X",,,,,,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2013","6.9","W","        15","W","        56","W","        95"," ","        15"," ",,,"54.10"," ,W","67.3","W","77.5","W","57.1","W",,,,,,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2014","6.5","W","        19","W","        97","W","       119"," ","        30"," ",,,"50.58"," ,W","67.5","W","78.1","W","56.9","W",,,,,,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2015","6.7","W","        15","W","        79","W","       188"," ","        57"," ",,,"47.65"," ,W","68.7","W","78.6","W","58.8","W",,,,,,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2016","7.4","W","        16","W","       105","W","       145"," ","        57"," ",,,"55.46"," ,W","69.1","W","79.8","W","58.3","W",,,,,,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2017","7.4","W","        10","W","        96","W","       183"," ","        71"," ",,,"53.24"," ,W","69.7","W","80.4","W","59.1","W",,,,,,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2018","7.4","W","        24","W","       111","W","       181"," ","        83"," ",,,"43.05"," ,W","68.6","W","78.9","W","58.3","W",,,,,,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2019","7.2","W","         7","W","       114","W","       171"," ","        65"," ",,,"51.38"," ,W","69.8","W","80.3","W","59.3","W",,,,,,,,
"USW00003822","SAVANNAH INTERNATIONAL AIRPORT, GA US","32.13133","-81.20237","14.0","2020",,,,,,,"       127"," ","        68"," ",,,,,,,,,,,,,,,,,,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","1919",,,,,,,,,,,,,"39.79"," ,0",,,,,,,,,,,,,,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","1920",,,,,,,,,,,,,"38.67"," ,0",,,,,,,,,,,,,,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","1922",,,,,,,,,,,,,"28.78"," ,0",,,,,,,,,,,,,,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","1923",,,,,,,,,"         2"," ",,,,,,,,,,,,,,,,,,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","1924",,,"        82","0",,,,,,,,,"19.01"," ,0",,,,,"48.3","0",,,,,,,,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","1925",,,,,,,,,,,,,"23.90"," ,0",,,,,,,,,,,,,,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","1926",,,,,,,,,,,,,"28.78"," ,0",,,,,,,,,,,,,,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","1927",,,,,,,,,,,,,"33.56"," ,0",,,,,,,,,,,,,,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","1928",,,,,,,,,,,,,"26.39"," ,0",,,,,,,,,,,,,,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","1929",,,,,,,"         3"," ","         1"," ",,,,,,,,,,,,,,,,,,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","1930",,,,,,,"         3"," ",,,,,"30.15"," ,0",,,,,,,,,,,,,,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","1931",,,,,,,"         1"," ",,,,,"30.95"," ,0",,,,,,,,,,,,,,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","1941",,,,,,,"         6"," ","        14"," ",,,,,,,,,,,,,,,,,,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","1942",,,"        49","0","        77","0","         3"," ","        24"," ",,,"35.41"," ,0","63.8","0","76.1","0","51.5","0",,,,,,,,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","1943",,,"        39","0","        86","0",,,"        12"," ",,,"15.57"," ,0","65.8","0","78.7","0","52.9","0",,,,,,,,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","1944",,,"        32","0","        82","0","         1"," ","        12"," ",,,"28.49"," ,0","65.2","0","75.3","0","55.2","0",,,,,,,,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","1945",,,"        29","0","        76","0",,,"        27"," ",,,"38.04"," ,0","64.6","0","75.2","0","54.0","0",,,,,,,,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","1946",,,,,,,,,"        18"," ",,,,,,,,,,,,,,,,,,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","1947",,,"        52","0","       110","0","         4"," ","        10"," ",,,"24.91"," ,0","64.2","0","75.6","0","52.9","0",,,,,,,,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","1948",,,"        56","0","        93","0","        22"," ","         7"," ",,,"19.98"," ,0","64.8","0","76.5","0","53.0","0",,,,,,,,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","1949",,,"        38","0","        90","0","        13"," ","         8"," ",,,"41.62"," ,0","64.2","0","75.8","0","52.5","0",,,,,,,,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","1950",,,"        46","0","        69","0","         8"," ","         2"," ",,,"25.62"," ,0","65.2","0","77.3","0","53.1","0",,,,,,,,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","1951",,,"        56","0","       120","0","         9"," ","        11"," ",,,"17.98"," ,0","65.8","0","78.8","0","52.8","0",,,,,,,,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","1952",,,"        39","0","       112","0","         2"," ",,,,,"27.65"," ,0","65.5","0","78.5","0","52.6","0",,,,,,,,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","1953",,,"        30","0","       115","0","         1"," ","        16"," ",,,"19.09"," ,0","66.1","0","78.6","0","53.6","0",,,,,,,,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","1954",,,,,"       118","0",,,,,,,"18.06"," ,0",,,"78.7","0",,,,,,,,,,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","1955",,,"        63","0","        98","0","         2"," ",,,"86.0","0","21.41"," ,0","64.3","0","76.0","0","52.7","0",,,,,,,,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","1956",,,"        55","0","       133","0","         8"," ","         1"," ",,,"27.91"," ,0","65.5","0","78.0","0","53.0","0",,,,,,,,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","1957",,,"        48","0","        87","0",,,,,"72.4","0","43.19"," ,0","62.5","0","73.2","0","51.9","0",,,,,,,,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","1959",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","1961",,,"        56","0","        36","0",,,,,,,"38.42"," ,0","60.3","0","71.1","0","49.6","0",,,,,,,,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","1962",,,"        57","0","        83","0",,,,,,,"32.91"," ,0","62.8","0","75.0","0","50.6","0",,,,,,,,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","1963",,,"        75","0","       115","0",,,,,,,,,"64.1","0","76.6","0","51.6","0",,,,,,,,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","1974",,,"        48","0","        83","0",,,,,,,"26.17"," ,0","63.6","0","75.3","0","51.9","0",,,,,,,,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","1975",,,"        59","0","        82","0",,,,,,,"20.71"," ,0","63.1","0","75.2","0","51.0","0",,,,,,,,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","1977",,,"        49","0","       116","0",,,,,,,"21.62"," ,0","65.5","0","77.5","0","53.5","0",,,,,,,,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","1978",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","1980",,,"        50","0","       116","0",,,,,,,,,"65.4","0","78.5","0","52.3","0",,,,,,,,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","1981",,,"        41","0","       101","0",,,,,,,"26.87"," ,0","65.1","0","77.2","0","53.0","0",,,,,,,,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","1982",,,"        54","0","        95","0",,,,,,,"34.08"," ,0","64.3","0","76.7","0","51.9","0",,,,,,,,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","1983",,,"        63","0","        74","0","        24"," ","         1"," ",,,"20.18"," ,0","62.4","0","74.0","0","50.8","0",,,,,,,,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","1984","8.3","X","        41","0","       106","0","        95"," ","        47"," ",,,"27.28"," ,0","64.3","0","75.8","0","52.7","0",,,,,,,,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","1985","8.1","X","        57","0","        81","0","        98"," ","        48"," ",,,"28.35"," ,0","63.2","0","74.0","0","52.5","0",,,,,,,,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","1986","8.1","X","        44","0","        69","0","       101"," ","        56"," ",,,"32.72"," ,0","64.7","0","75.4","0","54.0","0",,,,,,,,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","1987","8.3","X","        50","0","        74","0","        94"," ","        57"," ",,,"29.13"," ,0","63.1","0","74.7","0","51.5","0",,,,,,,,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","1988","8.5","X","        61","0","        86","0","        81"," ","        46"," ",,,"20.57"," ,0","63.4","0","76.1","0","50.7","0",,,,,,,,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","1989","8.9","X","        60","0","        64","0","       119"," ","        45"," ",,,"36.02"," ,0","62.1","0","73.8","0","50.4","0",,,,,,,,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","1990","8.3","X","        36","0","        77","0","       108"," ","        63"," ",,,"39.26"," ,0","63.9","0","75.2","0","52.6","0",,,"       170","X","32.0","X",,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","1991","7.6","X","        45","0","        62","0","       138"," ","        62"," ",,,"46.28"," ,0","63.3","0","74.3","0","52.3","0",,,"       190","X","28.0","X",,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","1992","7.6","X","        33","0","        58","0","       154"," ","        63"," ",,,"34.24"," ,0","63.0","0","74.0","0","51.9","0",,,"       330","X","28.0","X",,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","1993","8.1","X","        53","0","        85","0","       123"," ","        43"," ",,,"29.04"," ,0","62.2","0","73.6","0","50.9","0",,,"       320","X","23.9","X",,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","1994",,,,,,,"        22"," ","         4"," ",,,,,,,,,,,,,,,,,,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","1995",,,"        53","0","        82","0",,,,,,,"34.68"," ,0","63.4","0","75.5","0","51.4","0",,,,,,,,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","1996",,,"        63","0","        88","0",,,,,,,"33.29"," ,0","63.6","0","76.2","0","51.0","0",,,,,,,,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","1997",,,"        58","0","        93","0",,,,,,,"39.98"," ,0","62.5","0","73.8","0","51.2","0",,,,,,,,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","1998",,,"        44","0","       122","0",,,,,,,"32.46"," ,0","65.5","0","77.4","0","53.5","0",,,,,,,,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","1999",,,"        43","0","       104","0",,,,,,,"17.76"," ,0","65.5","0","78.7","0","52.3","0",,,,,,,,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","2000",,,"        51","0","       113","0",,,,,,,"27.33"," ,0","65.2","0","77.2","0","53.3","0",,,,,,,,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","2001",,,"        54","0","        86","0",,,,,,,"28.71"," ,0","64.0","0","75.4","0","52.6","0",,,,,,,,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","2002",,,"        59","0","        94","0",,,,,,,"35.21"," ,0","63.1","0","74.7","0","51.4","0",,,,,,,,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","2003",,,"        58","0","        79","0",,,,,,,"27.64"," ,0","63.8","0","75.9","0","51.7","0",,,,,,,,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","2004",,,"        50","0","        80","0",,,,,,,"42.06"," ,0","64.2","0","75.5","0","53.0","0",,,,,,,,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","2005",,,"        47","0","       122","0",,,,,,,"18.01"," ,0","64.7","0","77.4","0","52.0","0",,,,,,,,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","2006",,,"        42","0","       115","0",,,,,,,"25.94"," ,0","66.3","0","79.3","0","53.2","0",,,,,,,,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","2007",,,"        66","0","        60","0",,,,,,,"39.16"," ,0","63.2","0","74.4","0","51.9","0",,,,,,,,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","2008",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","2011",,,"        75","7","       136","7",,,,,,,"22.74"," ,7","65.4","7","79.4","7","51.4","7",,,,,,,,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","2012",,,"        58","7","       108","7",,,,,,,"30.02"," ,7","65.7","7","78.9","7","52.4","7",,,,,,,,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","2013",,,,,,,,,,,,,"32.52"," ,7",,,,,,,,,,,,,,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","2014",,,"        71","7","        80","7",,,,,,,"24.63"," ,7","62.7","7","75.4","7","50.1","7",,,,,,,,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","2015",,,"        66","7","        96","7",,,,,,,"61.68"," ,7","63.9","7","75.7","7","52.2","7",,,,,,,,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","2019",,,"        35","7","       132","7",,,,,,,"27.63"," ,7","66.6","7","78.3","7","54.9","7",,,,,,,,
"USW00003969","STEPHENVILLE 9 NNE, TX US","32.33624","-98.141","378.0","2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,
