STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,AWND,AWND_ATTRIBUTES,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYHF,DYHF_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,FZF0,FZF0_ATTRIBUTES,FZF1,FZF1_ATTRIBUTES,FZF2,FZF2_ATTRIBUTES,FZF5,FZF5_ATTRIBUTES,FZF6,FZF6_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WDFM,WDFM_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,WSFM,WSFM_ATTRIBUTES
USW00024213,1980,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,2.2,,2.2,0,112,0,60,0,6,0,0,,0,0,0,0,4,0,0,0,8,0,0,0,206, ,70, ,1, ,-1.7,"0,0128, ",0," ,0,1231,+",0," ,0,1231,+",80.5," ,0,1202, ",26.7,"0,1002, ",0,"0,1207",,,,,-1.1,"0,0130",,,2194.4,4,2194.4,0,774.8," ,0",44.3,X,0," ,0",11.65,0,14.85,0,8.45,0,120960,X,,,,,,,180,X,,,,,,,18.8,X
USW00024213,1981,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,2.2,,2.2,0,123,0,76,0,5,0,0,,0,0,0,0,0,0,0,0,10,0,0,0,190, ,50, ,6, ,1.7,"0,0131, ",0," ,0,1231,+",0," ,0,1231,+",85.3," ,0,1219, ",23.9,"0,0121, ",,,,,,,,,,,2367,0,2367,0,1099.8," ,0",49.8,X,0," ,0",12.1,0,15.34,0,8.86,0,140652,X,,,,,180,X,180,X,,,,,30.8,X,24.6,X
USW00024213,1982,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,2.2,,2.2,0,126,0,88,0,12,0,0,,0,0,0,0,6,0,0,0,27,0,0,0,155, ,49, ,7, ,-1.1,"0,0107,+",0," ,0,1231,+",0,"T,0,1217,+",72.1," ,0,1216, ",27.2,"0,0625, ",-0.6,"0,1224",,,,,0,"0,0317",,,2473.5,5,2473.5,0,1223.3," ,0",53.7,X,0,"T,0",11.75,0,15.72,0,7.79,0,146418,X,,,,,135,X,135,X,,,,,28.3,X,19.2,X
USW00024213,1983,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,4.4,,4.4,0,160,0,108,0,17,0,0,,1,0,0,0,2,0,0,0,26,0,0,0,191, ,35, ,10, ,0,"0,1223,+",0," ,0,1231,+",25," ,0,1223, ",70.6," ,0,1110, ",30,"0,0920, ",0,"0,1222",,,,,,,,,2067.4,4,2067.4,0,1707.9," ,0",57.7,X,25," ,0",13.12,0,16.83,0,9.4,0,163092,X,,,,,225,X,135,X,,,,,28.3,X,19.2,X
USW00024213,1984,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,2.3,,2.3,0,139,0,82,0,8,0,0,,0,0,0,0,2,0,0,0,13,0,0,0,237, ,54, ,6, ,-0.6,"0,0222, ",0," ,0,1231,+",0," ,0,1231,+",49.3," ,0,1112, ",26.7,"0,0919, ",0,"0,1219",,,,,-0.6,"0,0222",,,2052.9,9,2052.9,0,1034.3," ,0",,,0," ,0",12.04,0,15.86,0,8.22,0,191487,X,,,,,,,,,,,,,,,,
USW00024213,1985,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,1.3,,1.3,0,100,0,52,0,3,0,0,,0,0,0,0,4,0,0,0,12,0,0,0,254, ,69, ,2, ,-0.6,"0,1211,+",0," ,0,1231,+",0," ,0,1231,+",50.5," ,0,0207, ",27.2,"0,1004, ",-0.6,"0,1111",,,,,0,"0,0204",,,2431.4,4,2431.4,0,586.8," ,0",,,0," ,0",11.3,0,14.95,0,7.65,0,186688,X,,,,,360,X,360,X,,,,,25.7,X,19.7,X
USW00024213,1986,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,2.2,,2.2,0,113,0,69,0,7,0,0,,0,0,0,0,0,0,0,0,18,0,0,0,261, ,70, ,1, ,1.1,"0,0314, ",0," ,0,1231,+",0," ,0,1231,+",46.5," ,0,0217, ",26.1,"0,1025, ",,,,,,,,,,,2262.3,3,2262.3,0,954.6," ,0",,,0," ,0",12.57,0,16.21,0,8.94,0,177208,X,,,,,135,X,225,X,,,,,28.8,X,17.4,X
USW00024213,1987,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,4.2,,4.2,0,111,0,72,0,9,0,0,,0,0,0,0,4,0,0,0,18,0,0,0,235, ,38, ,7, ,-1.1,"0,0116, ",0," ,0,1231,+",0,"T,0,1228,+",49.8," ,0,1204, ",28.9,"0,1005, ",0,"0,1224",,,,,0,"0,0117",,,2138,0,2138,0,870.8," ,0",,,0,"T,0",12.73,0,16.09,0,9.36,0,139639,X,,,,,135,X,,,,,,,27.8,X,,
USW00024213,1988,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,2,,2,0,114,0,64,0,6,0,0,,0,0,0,0,2,0,0,0,11,0,0,0,239, ,64, ,2, ,-1.1,"0,1226, ",0," ,0,1231,+",0,"T,0,1224, ",50," ,0,1227, ",27.8,"0,0912, ",0,"0,1215",,,,,,,,,2119,0,2119,0,803.2," ,0",,,0,"T,0",12.12,0,15.44,0,8.8,0,146993,X,,,,,360,X,180,X,,,,,24.2,X,28.2,X
USW00024213,1989,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,0.3,,0.3,0,97,0,63,0,2,0,1,,2,0,0,0,6,0,0,0,6,0,0,0,243, ,71, ,1, ,-2.8,"0,0206,+",25," ,0,0204, ",51," ,0,0204, ",32," ,0,0222, ",26.7,"0,0409, ",,,,,,,-2.2,"0,0208",-2.2,"0,0208",2366.2,2,2366.2,0,647.3," ,0",,,89," ,0",12,0,15.26,0,8.74,0,162052,X,,,,,,,,,,,,,,,,
USW00024213,1990,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,1.9,,1.9,0,114,0,70,0,5,0,0,,1,0,0,0,14,0,0,0,13,0,0,0,228, ,47, ,2, ,-5.6,"0,1222, ",0,"T,0,1219,+",25," ,0,0213, ",35.8," ,0,0107, ",24.4,"0,0504, ",-1.1,"0,1220",-5,"0,1221",-5,"0,1221",-0.6,"0,0218",-2.8,"0,0214",2341.9,9,2341.9,0,744.6," ,0",,,25," ,0",11.73,0,15.04,0,8.42,0,167101,X,,,,,,,225,X,,,,,,,19.2,X
USW00024213,1991,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,7.3,,7.3,0,99,0,57,0,1,0,0,,0,0,0,0,2,0,0,0,14,0,0,0,264, ,74, ,3, ,0,"0,1220,+",0," ,0,1231,+",0,"T,0,1218,+",25.9," ,0,0405, ",27.8,"0,1010,+",0,"0,1220",,,,,0,"0,0101",,,2475,0,2475,0,588.6," ,0",,,0,"T,0",11.64,0,14.97,0,8.32,0,162633,X,,,,,180,X,180,X,,,,,32.4,X,17.9,X
USW00024213,1992,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,3.3,,3.3,0,111,0,56,0,5,0,0,,0,0,0,0,0,0,0,0,15,0,0,0,226, ,43, ,2, ,1.1,"0,1219,+",0,"T,0,1229, ",0,"T,0,1229, ",44.2," ,0,0131, ",26.7,"0,1006,+",,,,,,,,,,,2045.1,1,2045.1,0,744," ,0",,,0,"T,0",12.93,0,16.37,0,9.48,0,166985,X,,,,,180,X,,,,,,,28.3,X,,
USW00024213,1993,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,6.7,,6.7,0,140,0,84,0,5,0,0,,0,0,0,0,3,0,0,0,13,0,0,0,244, ,50, ,2, ,-0.6,"0,1124,+",0,"T,0,0210, ",0,"T,0,0417,+",69.6," ,0,1207, ",30.6,"0,1026, ",-0.6,"0,1124",,,,,0,"0,0103",,,2160.9,9,2160.9,0,1001.5," ,0",,,0,"T,0",12.21,0,15.65,0,8.76,0,165233,X,,,,,,,135,X,,,,,,,17.4,X
USW00024213,1994,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,0,,0,0,116,0,71,0,11,0,0,,0,0,0,0,11,0,0,0,3,0,0,0,187, ,34, ,2, ,-1.7,"0,1209,+",0,"T,0,0322, ",0,"T,0,1125,+",54.6," ,0,0123, ",22.2,"0,0916, ",-1.1,"0,1118",,,,,,,,,2284.6,6,2284.6,0,896.5," ,0",,,0,"T,0",11.85,0,15.29,0,8.42,0,,,,,,,,,,,,,,,,,,
USW00024213,1995,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,0,,0,0,144,0,90,0,13,0,0,,0,0,0,0,1,0,0,0,14,0,0,0,,,,,,,-1.1,"0,0215, ",0," ,0,1231,+",0,"T,0,0408,+",71.4," ,0,1229, ",24.4,"0,1014, ",,,,,,,-1.1,"0,0215",,,2366.8,8,2366.8,0,1301.6," ,0",,,0,"T,0",12.53,0,16.1,0,8.96,0,,,,,,,,,,,,,,,,,,
USW00024213,1996,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,0.6,,0.6,0,142,0,101,0,20,0,0,,0,0,0,0,2,0,0,0,9,0,0,0,147, ,30, ,2, ,-1.1,"0,0226, ",0," ,0,1231,+",0,"T,0,1221,+",123.4," ,0,1208, ",27.8,"0,1008, ",,,,,,,-1.1,"0,0226",,,2132.1,1,2132.1,0,1540.1," ,0",,,0,"T,0",11.96,0,15.73,0,8.19,0,,,,,,,,,,,,,,,,,,
USW00024213,1997,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,5.3,,5.3,0,123,0,75,0,7,0,0,,0,0,0,0,11,0,0,0,35,0,0,0,146, ,23, ,2, ,-2.8,"0,0113, ",0," ,0,1231,+",0,"T,0,0302,+",68.1," ,0,0101, ",25,"0,0530, ",-0.6,"0,1219",,,,,-0.6,"0,0304",-2.2,"0,0114",2350.8,8,2350.8,0,941.1," ,0",,,0,"T,0",12.41,0,16.42,0,8.41,0,,,,,,,,,,,,,,,,,,
USW00024213,1998,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,0,,0,0,174,0,101,0,18,0,0,,0,0,0,0,7,0,0,0,5,0,0,0,177, ,42, ,9, ,-5,"0,1222,+",0," ,0,1231,+",0,"T,0,1219,+",111," ,0,1121, ",25,"0,1020, ",0,"0,1209",-2.8,"0,1220",-5,"0,1221",,,,,2156.4,4,2156.4,0,1618.4," ,0",,,0,"T,0",11.81,0,15.26,0,8.35,0,,,,,,,,,,,,,,,,,,
USW00024213,1999,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,0.6,,0.6,0,137,0,75,0,7,0,0,,0,0,0,0,8,0,0,0,8,0,0,0,223, ,37, ,1, ,-1.7,"0,0124, ",0,"T,0,0331, ",15," ,0,0330, ",61.2," ,0,0324, ",22.8,"0,1112,+",,,,,,,0,"0,0401",,,2663.9,9,2663.9,0,1005.9," ,0",,,15," ,0",10.96,0,14.59,0,7.33,0,,,,,,,,,,,,,,,,,,
USW00024213,2000,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,0,,0,0,134,0,76,0,4,0,0,,0,0,0,0,2,0,0,0,7,0,0,0,208, ,33, ,3, ,0,"0,1117,+",0," ,0,1231,+",0,"T,0,0130,+",48," ,0,0114, ",23.9,"0,0918, ",0,"0,1112",,,,,,,,,2426.6,6,2426.6,0,842.3," ,0",,,0,"T,0",11.85,0,15.72,0,7.98,0,,,,,,,,,,,,,,,,,,
USW00024213,2001,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,1.7,,1.7,0,127,0,72,0,9,0,0,,0,0,0,0,12,0,0,0,9,0,0,0,261, ,39, ,2, ,-1.7,"0,0212, ",0," ,0,1231,+",0,"T,0,1222,+",51.1," ,0,1213, ",25,"0,0822, ",0,"0,1127",,,,,0,"0,0404",,,2517.9,9,2517.9,0,883.7," ,0",,,0,"T,0",11.45,0,15.33,0,7.57,0,,,,,,,,,,,,,,,,,,
USW00024213,2002,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,0,,0,0,108,0,63,0,13,0,0,,0,0,0,0,10,0,0,0,7,0,0,0,237, ,47, ,4, ,-3.3,"0,0129, ",0," ,0,1231,+",10," ,0,0121, ",172.5," ,0,1227, ",24.4,"0,0919, ",,,,,,,-1.1,"0,0318",-2.2,"0,0130",2518.2,2,2518.2,0,1165.1," ,0",,,13," ,0",11.39,0,15.24,0,7.54,0,,,,,,,,,,,,,,,,,,
USW00024213,2003,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,1.2,,1.2,0,142,0,93,0,8,0,0,,0,0,0,0,5,0,0,0,25,0,0,0,195, ,39, ,2, ,-1.1,"0,1123, ",0," ,0,1231,+",3," ,0,0402, ",45," ,0,1206, ",27.8,"0,0922, ",0,"0,1122",,,,,0,"0,0208",,,2300.7,7,2300.7,0,1164.2," ,0",,,3," ,0",12.28,0,16.11,0,8.44,0,,,,,,,,,,,,,,,,,,
USW00024213,2004,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,0.8,,0.8,0,128,0,69,0,8,0,0,,0,0,0,0,5,0,0,0,20,0,0,0,218, ,52, ,2, ,-1.1,"0,1129,+",0," ,0,1231,+",0,"T,0,1230,+",48," ,0,0216, ",25.6,"0,1013, ",-1.1,"0,1128",,,,,0,"0,0208",,,2183.3,3,2183.3,0,968.4," ,0",,,0,"T,0",12.28,0,16.05,0,8.51,0,,,,,,,,,,,,,,,,,,
USW00024213,2005,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,0.5,,0.5,0,134,0,88,0,17,0,0,,0,0,0,0,3,0,0,0,8,0,0,0,218, ,67, ,1, ,-0.6,"0,1205,+",0," ,0,1231,+",0,"T,0,0413,+",49," ,0,1228, ",23.3,"0,0711, ",-0.6,"0,1205",,,,,-0.6,"0,0112",,,2231.1,1,2231.1,0,1272.8," ,0",,,0,"T,0",11.87,0,15.42,0,8.32,0,,,,,,,,,,,,,,,,,,
USW00024213,2006,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,0,,0,0,145,0,89,0,8,0,0,,0,0,0,0,13,0,0,0,8,0,0,0,44, ,37, ,2, ,-1.7,"0,0219, ",0," ,0,1231,+",0," ,0,1231,+",51.8," ,0,0201, ",27.8,"0,0923, ",-1.1,"0,1129",,,,,-1.1,"0,0311",,,2503.6,6,2503.6,0,1276.5," ,0",,,0," ,0",11.38,0,15.07,0,7.69,0,,,,,,,,,,,,,,,,,,
USW00024213,2007,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,4.2,,4.2,0,122,0,75,0,9,0,0,,0,0,0,0,17,0,0,0,19,0,0,0,60, ,40, ,1, ,-3.9,"0,0113, ",0,"T,0,1226, ",0,"T,0,1226,+",58.9," ,0,0221, ",23.3,"0,1023,+",-1.1,"0,1209",,,,,0,"0,0118",-2.2,"0,0115",2636.6,6,2636.6,0,926.5," ,0",,,0,"T,0",11.29,0,14.95,0,7.63,0,,,,,,,,,,,,,,,,,,
USW00024213,2008,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,1.7,,1.7,0,121,0,66,0,6,0,0,,0,0,0,0,8,0,0,0,9,0,0,0,64, ,68, ,3, ,-2.8,"0,1217, ",0," ,0,1231,+",0,"T,0,1225,+",36.1," ,0,0127, ",28.3,"0,0516, ",-1.1,"0,1216",-2.8,"0,1217",,,-1.1,"0,0331",,,2709.7,7,2709.7,0,767.5," ,0",,,0,"T,0",10.75,0,14.26,0,7.24,0,,,,,,,,,,,,,,,,,,
USW00024213,2009,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,0,,0,0,119,0,67,0,7,0,0,,0,0,0,0,12,0,0,0,10,0,0,0,77, ,50, ,2, ,-3.3,"0,1209, ",0," ,0,1231,+",0,"T,0,1206,+",44.2," ,0,0504, ",25.6,"0,0828, ",0,"0,1206",-2.2,"0,1207",,,0,"0,0311",,,2597.9,9,2597.9,0,735.8," ,0",,,0,"T,0",11.36,0,15.17,0,7.56,0,,,,,,,,,,,,,,,,,,
USW00024213,2010,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,0.3,,0.3,0,169,0,105,0,11,0,0,,0,0,0,0,5,0,0,0,7,0,0,0,51, ,34, ,4, ,-1.1,"0,1125,+",0," ,0,1231,+",0,"T,0,1229,+",52.1," ,0,1024, ",24.4,"0,1013, ",0,"0,1123",,,,,,,,,2451.6,6,2451.6,0,1366.3," ,0",,,0,"T,0",11.45,0,14.92,0,7.99,0,,,,,,,,,,,,,,,,,,
USW00024213,2011,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,0,,0,X,131,X,69,X,11,X,0,,0,X,0,X,11,X,0,X,2,X,0,X,51, ,51, ,2, ,-2.2,"X,0226, ",0," ,X,1231,+",0,"T,X,0531,+",37.1," ,X,0415, ",21.1,"X,1102,+",-0.6,"X,1205",,,,,-1.7,"X,0227",-2.2,"X,0226",2672.2,2,2672.2,X,899.8," ,X",,,0,"T,X",10.91,X,14.47,X,7.35,X,,,,,,,,,,,,,,,,,,
USW00024213,2012,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,0,,0,X,158,X,77,X,15,X,0,,0,X,0,X,11,X,0,X,2,X,0,X,170, ,56, ,3, ,-1.1,"X,0307,+",0," ,X,1231,+",0,"T,X,1222,+",57.4," ,X,0119, ",23.3,"X,1001, ",0,"X,1213",,,,,0,"X,0406",,,2727.4,4,2727.4,X,1291," ,X",,,0,"T,X",10.92,X,14.35,X,7.49,X,,,,,,,,,,,,,,,,,,
USW00024213,2013,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",2.1,W,2.6,,2.6,W,92,W,41,W,3,W,0,,0,W,0,W,25,W,0,W,25,W,0,W,148, ,53, ,1, ,-4.3,"W,1208, ",0," ,W,1231,+",0,"T,W,1207,+",35.1," ,W,0929, ",26.7,"W,1006, ",-1.6,"W,1122",-3.2,"W,1205",,,-0.6,"X,0226",-2.2,"X,0114",2687.3,3,2687.3,W,422.1," ,W",,,0,"T,W",10.82,W,14.6,W,7.03,W,,,230,W,360,W,,,,,13,W,19.2,W,,,,
USW00024213,2014,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",2.1,W,2,,2,W,110,W,73,W,7,W,0,,0,W,0,W,3,W,0,W,18,W,0,W,156, ,36, ,2, ,-1,"W,1231, ",0," ,W,1231,+",0," ,W,1231,+",65.8," ,W,0924, ",26.7,"W,1003,+",-0.5,"W,1230",,,,,0,"W,0205",,,2486.1,1,2486.1,W,953," ,W",,,0," ,W",12.66,W,16.26,W,9.05,W,,,340,W,340,W,,,,,15.7,W,23.3,W,,,,
USW00024213,2015,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",1.8,W,2.6,,2.6,W,102,W,60,W,10,W,0,,0,W,0,W,8,W,0,W,21,W,0,W,146, ,39, ,3, ,-1,"W,1226,+",0," ,W,1231,+",0,"T,W,1224,+",55.9," ,W,1213, ",25,"W,0728, ",-0.5,"W,1126",,,,,-0.5,"W,0101",,,2027.6,6,2027.6,W,860," ,W",,,0,"T,W",12.48,W,16.09,W,8.87,W,,,240,W,,,,,,,11.2,W,,,,,,
USW00024213,2016,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",2.2,W,0,,0,W,138,W,87,W,14,W,0,,0,W,0,W,7,W,0,W,12,W,0,W,170, ,47, ,9, ,-1.6,"W,1226,+",0," ,W,1231,+",0,"T,W,1119, ",58.7," ,W,1214, ",25.6,"W,0406, ",-0.5,"W,1207",,,,,-1.6,"W,0102",,,2066.3,3,2066.3,W,1350.3," ,W",,,0,"T,W",12.27,W,15.9,W,8.64,W,,,180,W,160,W,,,,,10.3,W,18.3,W,,,,
USW00024213,2017,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",2.2,W,7.2,,7.2,W,136,W,94,W,10,W,0,,0,W,0,W,6,W,0,W,13,W,0,W,171, ,33, ,7, ,-2.1,"W,0106, ",0," ,W,1231,+",0,"T,W,0413,+",40.6," ,W,0118, ",30.6,"W,0902, ",0,"W,1204",,,,,-0.5,"W,0113",,,2431.7,7,2431.7,W,1247.1," ,W",,,0,"T,W",11.76,W,15.4,W,8.12,W,,,20,W,220,W,,,,,13,W,21.5,W,,,,
USW00024213,2018,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",2,W,0,,0,W,109,W,71,W,7,W,0,,0,W,0,W,6,W,0,W,4,W,0,W,164, ,43, ,2, ,-1.6,"W,0220, ",0,"T,W,0219, ",0,"T,W,0325,+",42.9," ,W,0124, ",22.8,"W,0930,+",0,"W,1228",,,,,0,"W,0305",,,2445.1,1,2445.1,W,934.6," ,W",,,0,"T,W",11.42,W,15.09,W,7.76,W,,,10,W,160,W,,,,,10.3,W,17,W,,,,
USW00024213,2019,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",2.2,W,4.4,,4.4,W,115,W,73,W,12,W,0,,0,W,0,W,12,W,0,W,25,W,0,W,168, ,38, ,3, ,-1.6,"W,0218,+",0," ,W,1231,+",13," ,W,0210, ",65," ,W,0226, ",29.4,"W,0611, ",0,"W,1127",,,,,-1,"W,0222",,,2515.5,5,2515.5,W,1118.4," ,W",,,13," ,W",11.81,W,15.51,W,8.11,W,,,300,W,150,W,,,,,10.3,W,21,W,,,,
USW00024213,2020,40.8097,-124.1602,6.1,"EUREKA WEATHER FORECAST OFFICE WOODLEY ISLAND, CA US",,,,,,,,,,,,,,,,,,,,,,,,,,,125, ,51, ,1, ,,,,,,,,,,,,,,,,,,,,,2345.9,9,2345.9,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
