STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,AWND,AWND_ATTRIBUTES,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYHF,DYHF_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,FZF0,FZF0_ATTRIBUTES,FZF1,FZF1_ATTRIBUTES,FZF2,FZF2_ATTRIBUTES,FZF3,FZF3_ATTRIBUTES,FZF5,FZF5_ATTRIBUTES,FZF6,FZF6_ATTRIBUTES,FZF7,FZF7_ATTRIBUTES,FZF8,FZF8_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES
USW00012841,1947,28.54528,-81.33306,32.9,"ORLANDO EXECUTIVE AIRPORT, FL US",,,1895.8,,1895.8,6,148,6,95,6,19,6,,,,,0,6,5,6,0,6,323,6,91,6,110, ,,,109, ,-1.7,"6,0211,+",,,,,103.4," ,6,0703, ",35.6,"6,0903, ",,,,,,,,,0,"60,303",,,,,,,284.8,8,284.8,6,1714.3," ,6",,,22.54,6,28.04,6,17.04,6,,,,,,,,,,,,,,,,
USW00012841,1948,28.54528,-81.33306,32.9,"ORLANDO EXECUTIVE AIRPORT, FL US",,,2069.9,,2069.9,0,119,0,76,0,17,0,0,,0,0,0,0,1,0,0,0,339,0,120,0,110, ,,,98, ,-3.3,"0,0115, ",0," ,0,1231,+",0," ,0,1231,+",119.9," ,0,0922, ",37.2,"0,0625, ",,,,,,,,,-3.3,"X,0115",-3.3,"X,0115",,,,,230,0,230,0,1336," ,0",0," ,0",23.44,0,29.32,0,17.57,0,,,,,,,,,,,,,,,,
USW00012841,1949,28.54528,-81.33306,32.9,"ORLANDO EXECUTIVE AIRPORT, FL US",,,1959.9,,1959.9,0,118,0,70,0,13,0,0,,0,0,0,0,1,0,0,0,352,0,115,0,104, ,,,91, ,0,"0,0101, ",0," ,0,1231,+",0," ,0,1231,+",121.9," ,0,0827, ",37.2,"0,0729, ",,,,,,,,,0,"0,0101",,,,,,,107.4,4,107.4,0,1125," ,0",0," ,0",23.23,0,29.29,0,17.16,0,,,,,,,,,,,,,,,,
USW00012841,1950,28.54528,-81.33306,32.9,"ORLANDO EXECUTIVE AIRPORT, FL US",,,1854.8,,1854.8,0,104,0,75,0,12,0,0,,0,0,0,0,2,0,0,0,330,0,118,0,90, ,,,83, ,-1.7,"0,1126, ",0," ,0,1231,+",0,"T,0,0517,+",148.3," ,0,1017, ",37.8,"0,0626, ",-0.6,"0,1125",,,,,,,,,,,,,,,212,0,212,0,1422," ,0",0,"T,0",22.49,0,28.65,0,16.34,0,,,,,,,,,,,,,,,,
USW00012841,1951,28.54528,-81.33306,32.9,"ORLANDO EXECUTIVE AIRPORT, FL US",,,1769.9,,1769.9,0,115,0,77,0,19,0,0,,0,0,0,0,4,0,0,0,328,0,106,0,105, ,,,84, ,-1.1,"0,0109, ",0," ,0,1231,+",0,"T,0,0419, ",69.3," ,0,0916, ",35.6,"0,0811,+",,,,,,,,,-0.6,"0,0203",,,,,,,441.8,8,441.8,0,1471.5," ,0",0,"T,0",22.16,0,27.99,0,16.34,0,,,,,,,,,,,,,,,,
USW00012841,1952,28.54528,-81.33306,32.9,"ORLANDO EXECUTIVE AIRPORT, FL US",,,1743.1,,1743.1,0,115,0,74,0,9,0,0,,0,0,0,0,1,0,0,0,324,0,112,0,91, ,,,91, ,0,"0,1216, ",0," ,0,1231,+",0," ,0,1231,+",57.4," ,0,0315, ",37.2,"0,0612, ",0,"0,1216",,,,,,,,,,,,,,,312.9,9,312.9,0,1053.3," ,0",0," ,0",22.1,0,27.83,0,16.37,0,,,,,,,,,,,,,,,,
USW00012841,1953,28.54528,-81.33306,32.9,"ORLANDO EXECUTIVE AIRPORT, FL US",,,1835.6,,1835.6,0,136,0,97,0,21,0,0,,0,0,0,0,0,0,0,0,327,0,100,0,88, ,,,88, ,1.7,"0,1218,+",0," ,0,1231,+",0," ,0,1231,+",62.7," ,0,1124, ",37.2,"0,0527,+",,,,,,,,,,,,,,,,,339.7,7,339.7,0,1672.9," ,0",0," ,0",22.49,0,27.97,0,17.01,0,,,,,,,,,,,,,,,,
USW00012841,1954,28.54528,-81.33306,32.9,"ORLANDO EXECUTIVE AIRPORT, FL US",,,1739.1,,1739.1,0,116,0,81,0,12,0,0,,0,0,0,0,2,0,0,0,319,0,95,0,71, ,,,68, ,-1.1,"0,1221, ",0," ,0,1231,+",0," ,0,1231,+",83.6," ,0,1008, ",36.1,"0,0627,+",-0.6,"0,1220",,,,,,,,,,,,,,,351.1,1,351.1,0,1219.5," ,0",0," ,0",21.89,0,27.6,0,16.17,0,,,,,,,,,,,,,,,,
USW00012841,1955,28.54528,-81.33306,32.9,"ORLANDO EXECUTIVE AIRPORT, FL US",,,1736.6,,1736.6,0,110,0,71,0,12,0,0,,0,0,0,0,2,0,0,0,322,0,104,0,98, ,,,77, ,-0.6,"0,0213, ",0," ,0,1231,+",0,"T,0,1017,+",53.3," ,0,0907, ",35,"0,0818,+",,,,,,,,,-0.6,"0,0213",,,,,,,447.6,6,447.6,0,1073.9," ,0",0,"T,0",22.07,0,27.94,0,16.19,0,,,,,,,,,,,,,,,,
USW00012841,1956,28.54528,-81.33306,32.9,"ORLANDO EXECUTIVE AIRPORT, FL US",,,1745.6,,1745.6,0,102,0,68,0,14,0,0,,0,0,0,0,3,0,0,0,322,0,104,0,121, ,,,73, ,-0.6,"0,0109, ",0," ,0,1231,+",0," ,0,1231,+",88.4," ,0,1016, ",36.1,"0,0805,+",0,"0,1128",,,,,,,0,"0,0115",,,,,,,403.7,7,403.7,0,1115.6," ,0",0," ,0",21.96,0,28.1,0,15.82,0,,,,,,,,,,,,,,,,
USW00012841,1957,28.54528,-81.33306,32.9,"ORLANDO EXECUTIVE AIRPORT, FL US",,,1826.1,,1826.1,0,125,0,79,0,16,0,0,,0,0,0,0,4,0,0,0,338,0,93,0,102, ,,,80, ,-4.4,"0,1212, ",0," ,0,1231,+",0," ,0,1231,+",76.2," ,0,0823, ",36.1,"0,0710, ",0,"0,1201",-4.4,"0,1212",-4.4,"0,1212",,,,,,,,,,,254.2,2,254.2,0,1294.3," ,0",0," ,0",22.63,0,28.16,0,17.1,0,,,,,,,,,,,,,,,,
USW00012841,1958,28.54528,-81.33306,32.9,"ORLANDO EXECUTIVE AIRPORT, FL US",,,1759.3,,1759.3,0,124,0,88,0,11,0,0,,0,0,0,0,9,0,0,0,295,0,113,0,108, ,,,63, ,-2.8,"0,0109, ",0," ,0,1231,+",0,"T,0,0108, ",78," ,0,0723, ",36.1,"0,0801,+",,,,,,,,,0,"0,0219",-2.2,"0,0218",,,,,614.6,6,614.6,0,1300.6," ,0",0,"T,0",21.55,0,26.96,0,16.14,0,,,,,,,,,,,,,,,,
USW00012841,1959,28.54528,-81.33306,32.9,"ORLANDO EXECUTIVE AIRPORT, FL US",,,1838.4,,1838.4,0,134,0,93,0,19,0,0,,0,0,0,0,5,0,0,0,316,0,88,0,105, ,,,66, ,-2.2,"0,0117, ",0," ,0,1231,+",0," ,0,1231,+",84.6," ,0,0830, ",35.6,"0,0702, ",0,"0,1130",,,,,,,0,"0,0119",-2.2,"0,0117",,,,,317.5,5,317.5,0,1620," ,0",0," ,0",22.4,0,27.68,0,17.13,0,,,,,,,,,,,,,,,,
USW00012841,1960,28.54528,-81.33306,32.9,"ORLANDO EXECUTIVE AIRPORT, FL US",,,1812,,1812,0,123,0,82,0,21,0,0,,0,0,0,0,5,0,0,0,311,0,101,0,87, ,,,86, ,-1.1,"0,0123, ",0," ,0,1231,+",0," ,0,1231,+",208," ,0,0725, ",36.7,"0,0809,+",-0.6,"0,1213",,,,,,,0,"0,0124",,,,,,,433.5,5,433.5,0,1746.9," ,0",0," ,0",22.03,0,27.73,0,16.32,0,,,,,,,,,,,,,,,,
USW00012841,1961,28.54528,-81.33306,32.9,"ORLANDO EXECUTIVE AIRPORT, FL US",,,1899,,1899,0,84,0,56,0,13,0,0,,0,0,0,0,2,0,0,0,327,0,119,0,115, ,,,70, ,-1.7,"0,1230,+",0," ,0,1231,+",0," ,0,1231,+",105.4," ,0,0917, ",37.8,"0,0731,+",-1.7,"0,1230",,,,,,,-1.7,"0,0122",,,,,,,369.6,6,369.6,0,1061.5," ,0",0," ,0",22.65,0,28.64,0,16.65,0,,,,,,,,,,,,,,,,
USW00012841,1962,28.54528,-81.33306,32.9,"ORLANDO EXECUTIVE AIRPORT, FL US",,,1886.8,,1886.8,0,107,0,74,0,18,0,0,,0,0,0,0,5,0,0,0,317,0,127,0,113, ,,,79, ,-6.7,"0,1213, ",0," ,0,1231,+",0," ,0,1231,+",68.1," ,0,0713, ",37.8,"0,0527, ",0,"0,1211",-2.2,"0,1212",-6.7,"0,1213",-6.7,"0,1213",-0.6,"0,0113",,,,,,,300.5,5,300.5,0,1279.8," ,0",0," ,0",22.38,0,28.31,0,16.44,0,,,,,,,,,,,,,,,,
USW00012841,1963,28.54528,-81.33306,32.9,"ORLANDO EXECUTIVE AIRPORT, FL US",,,1889.1,,1889.1,0,115,0,76,0,11,0,0,,0,0,0,0,0,0,0,0,305,0,124,0,110, ,,,75, ,0.6,"0,1225, ",0," ,0,1231,+",0," ,0,1231,+",96.5," ,0,1110, ",36.7,"0,0810,+",,,,,,,,,,,,,,,,,476.1,1,476.1,0,1150.3," ,0",0," ,0",22.17,0,27.83,0,16.52,0,,,,,,,,,,,,,,,,
USW00012841,1964,28.54528,-81.33306,32.9,"ORLANDO EXECUTIVE AIRPORT, FL US",,,1859.8,,1859.8,0,108,0,79,0,13,0,0,,0,0,0,0,1,0,0,0,317,0,106,0,99, ,,,60, ,-2.8,"0,0114, ",0," ,0,1231,+",0,"T,0,0610, ",82.8," ,0,0910, ",36.1,"0,0617,+",,,,,,,,,-2.8,"0,0114",-2.8,"0,0114",,,,,471.9,9,471.9,0,1381.7," ,0",0,"T,0",22.49,0,27.89,0,17.08,0,,,,,,,,,,,,,,,,
USW00012841,1965,28.54528,-81.33306,32.9,"ORLANDO EXECUTIVE AIRPORT, FL US",,,1834.3,,1834.3,0,110,0,73,0,15,0,0,,0,0,0,0,2,0,0,0,330,0,90,0,120, ,36, ,70, ,-1.1,"0,0117, ",0," ,0,1231,+",0," ,0,1231,+",66.8," ,0,0719, ",34.4,"0,0827,+",,,,,,,,,-0.6,"0,0118",,,,,,,261.1,1,261.1,0,1204.3," ,0",0," ,0",22.58,0,27.9,0,17.26,0,280,X,,,,,,,14.3,X,,,,,,
USW00012841,1966,28.54528,-81.33306,32.9,"ORLANDO EXECUTIVE AIRPORT, FL US",,,1695.7,,1695.7,0,116,0,77,0,17,0,0,,0,0,0,0,2,0,0,0,314,0,65,0,84, ,16, ,76, ,-4.4,"0,0131, ",0," ,0,1231,+",0," ,0,1231,+",98.3," ,0,0630, ",33.9,"0,0904,+",,,,,,,,,-4.4,"0,0131",-4.4,"0,0131",-4.4,"0,0131",,,315.3,3,315.3,0,1404.8," ,0",0," ,0",21.91,0,27.02,0,16.81,0,100,X,,,,,,,14.3,X,,,,,,
USW00012841,1967,28.54528,-81.33306,32.9,"ORLANDO EXECUTIVE AIRPORT, FL US",,,1864.2,,1864.2,0,104,0,70,0,8,0,0,,0,0,0,0,2,0,0,0,342,0,113,0,107, ,29, ,76, ,-2.2,"0,0226, ",0," ,0,1231,+",0," ,0,1231,+",51.1," ,0,0912, ",36.1,"0,0712,+",,,,,,,,,-2.2,"0,0226",-2.2,"0,0226",,,,,311.2,2,311.2,0,1039.7," ,0",0," ,0",22.75,0,28.57,0,16.93,0,320,X,,,,,,,17.9,X,,,,,,
USW00012841,1968,28.54528,-81.33306,32.9,"ORLANDO EXECUTIVE AIRPORT, FL US",,,1676.7,,1676.7,0,106,0,73,0,12,0,0,,0,0,0,0,5,0,0,0,303,0,82,0,101, ,23, ,78, ,-1.7,"0,1216, ",0," ,0,1231,+",0," ,0,1231,+",153.7," ,0,0604, ",35.6,"0,0729,+",-1.7,"0,1216",,,,,,,-0.6,"0,0302",,,,,,,424.5,5,424.5,0,1323.5," ,0",0," ,0",21.32,0,27.01,0,15.64,0,260,X,,,,,,,20.6,X,,,,,,
USW00012841,1969,28.54528,-81.33306,32.9,"ORLANDO EXECUTIVE AIRPORT, FL US",,,1819.7,,1819.7,0,114,0,84,0,16,0,0,,0,0,0,0,0,0,0,0,301,0,94,0,97, ,21, ,77, ,0.6,"0,1115, ",0," ,0,1231,+",0," ,0,1231,+",69.9," ,0,1209, ",36.7,"0,0708, ",,,,,,,,,,,,,,,,,523.9,9,523.9,0,1402.3," ,0",0," ,0",21.96,0,27.27,0,16.66,0,240,X,,,,,,,20.6,X,,,,,,
USW00012841,1970,28.54528,-81.33306,32.9,"ORLANDO EXECUTIVE AIRPORT, FL US",,,1974.3,,1974.3,0,102,0,70,0,15,0,0,,0,0,0,0,7,0,0,0,316,0,121,0,95, ,22, ,62, ,-3.9,"0,0108, ",0," ,0,1231,+",0," ,0,1231,+",90.2," ,0,0203, ",36.1,"0,0622, ",-0.6,"0,1124",,,,,,,-2.2,"0,0204",-2.2,"0,0204",,,,,490.8,8,490.8,0,1117.1," ,0",0," ,0",22.51,0,27.99,0,17.04,0,320,X,,,,,,,28.6,X,,,,,,
USW00012841,1971,28.54528,-81.33306,32.9,"ORLANDO EXECUTIVE AIRPORT, FL US",,,2127.5,,2127.5,0,117,0,75,0,10,0,0,,0,0,0,0,3,0,0,0,339,0,137,0,93, ,33, ,88, ,-2.2,"0,0120, ",0," ,0,1231,+",0," ,0,1231,+",61.7," ,0,0515, ",35,"0,0808,+",,,,,,,,,0,"0,0210",-2.2,"0,0120",,,,,337.2,2,337.2,0,1018.6," ,0",0," ,0",23.45,0,29.16,0,17.74,0,260,X,,,,,,,13.9,X,,,,,,
USW00012841,1972,28.54528,-81.33306,32.9,"ORLANDO EXECUTIVE AIRPORT, FL US",,,2106.1,,2106.1,0,108,0,76,0,14,0,0,,0,0,0,0,0,0,0,0,333,0,101,0,102, ,32, ,68, ,2.8,"0,1217,+",0," ,0,1231,+",0," ,0,1231,+",109.5," ,0,0331, ",36.7,"0,0803,+",,,,,,,,,,,,,,,,,140.5,5,140.5,0,1304.6," ,0",0," ,0",23.49,0,28.72,0,18.26,0,290,X,,,,,225,X,16.5,X,,,,,24.7,X
USW00012841,1973,28.54528,-81.33306,32.9,"ORLANDO EXECUTIVE AIRPORT, FL US",,,2022.4,,2022.4,0,117,0,86,0,17,0,0,,0,0,0,0,2,0,0,0,329,0,113,0,102, ,27, ,85, ,-0.6,"0,1222, ",0," ,0,1231,+",0," ,0,1231,+",125," ,0,0926, ",37.2,"0,0529, ",0,"0,1218",,,,,,,,,,,,,,,293.7,7,293.7,0,1406.9," ,0",0," ,0",22.94,0,28.36,0,17.53,0,190,X,,,,,180,X,15.6,X,,,,,24.2,X
USW00012841,1974,28.54528,-81.33306,32.9,"ORLANDO EXECUTIVE AIRPORT, FL US",,,,,,,,,,,,,,,,,,,,,,,,,,,30, ,19, ,1, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00012841,1999,28.54528,-81.33306,32.9,"ORLANDO EXECUTIVE AIRPORT, FL US",3.2,W,1907.3,,1907.3,W,146,W,75,W,16,W,,,,,0,W,1,W,0,W,334,W,95,W,,,,,,,0,"W,0106, ",,,,,68.3," ,W,0918, ",36.1,"W,0802,+",,,,,,,,,0,"W,0106",,,,,,,184.1,1,184.1,W,1231.9," ,W",,,22.91,W,28.14,W,17.68,W,,,20,W,10,W,,,,,16.1,W,19.7,W,,
USW00012841,2000,28.54528,-81.33306,32.9,"ORLANDO EXECUTIVE AIRPORT, FL US",3.3,W,1931.2,,1931.2,W,116,W,50,W,6,W,,,,,0,W,2,W,0,W,322,W,113,W,,,,,,,-2.8,"W,1220, ",,,,,61.7," ,W,0825, ",37.2,"W,0718,+",-2.8,"W,1220",-2.8,"W,1220",,,,,,,,,,,,,237.4,4,237.4,W,698.6," ,W",,,22.83,W,28.35,W,17.3,W,,,350,W,10,W,,,,,14.8,W,23.7,W,,
USW00012841,2001,28.54528,-81.33306,32.9,"ORLANDO EXECUTIVE AIRPORT, FL US",3.2,W,1873.9,,1873.9,W,162,W,76,W,16,W,,,,,0,W,2,W,0,W,327,W,90,W,,,,,,,-0.6,"W,0105, ",,,,,77.7," ,W,0914, ",35,"W,0825,+",,,,,,,,,-0.6,"W,0105",,,,,,,390.6,6,390.6,W,1369.9," ,W",,,22.77,W,27.87,W,17.67,W,,,310,W,240,W,,,,,17,W,23.2,W,,
USW00012841,2002,28.54528,-81.33306,32.9,"ORLANDO EXECUTIVE AIRPORT, FL US",3.1,W,2004.6,,2004.6,W,156,W,95,W,23,W,,,,,0,W,2,W,0,W,316,W,92,W,,,,,,,0,"W,0109,+",,,,,97.5," ,W,0828, ",36.1,"W,0717,+",,,,,,,,,0,"W,0109",,,,,,,245.7,7,245.7,W,1782.2," ,W",,,22.95,W,27.98,W,17.91,W,,,250,W,250,W,,,,,17.4,W,21,W,,
USW00012841,2003,28.54528,-81.33306,32.9,"ORLANDO EXECUTIVE AIRPORT, FL US",3.1,W,1982.1,,1982.1,W,146,W,91,W,9,W,,,,,0,W,1,W,0,W,316,W,86,W,,,,,,,-2.8,"W,0124, ",,,,,51.6," ,W,0430, ",35,"W,0709,+",,,,,,,,,-2.8,"W,0124",-2.8,"W,0124",,,,,384.1,1,384.1,W,1252.2," ,W",,,22.88,W,27.84,W,17.93,W,,,240,W,240,W,,,,,20.1,W,26.8,W,,
USW00012841,2004,28.54528,-81.33306,32.9,"ORLANDO EXECUTIVE AIRPORT, FL US",3.3,W,1843.9,,1843.9,W,120,W,74,W,14,W,,,,,0,W,0,W,0,W,313,W,97,W,,,,,,,2.8,"W,1215, ",,,,,82.6," ,W,0702, ",36.7,"W,0531, ",,,,,,,,,,,,,,,,,297.8,8,297.8,W,1289.8," ,W",,,22.84,W,27.88,W,17.79,W,,,130,W,120,W,,,,,29.5,W,38,W,,
USW00012841,2005,28.54528,-81.33306,32.9,"ORLANDO EXECUTIVE AIRPORT, FL US",3.2,B,1891.3,,1891.3,B,152,B,92,B,16,B,,,,,0,B,0,B,0,B,316,B,92,B,,,,,,,0.6,"B,0124, ",,,,,88.4," ,B,1024, ",35.6,"B,0817,+",,,,,,,,,,,,,,,,,276.9,9,276.9,B,1489.5," ,B",,,22.68,B,27.49,B,17.88,B,,,170,B,170,B,,,,,20.1,B,25,B,,
USW00012841,2006,28.54528,-81.33306,32.9,"ORLANDO EXECUTIVE AIRPORT, FL US",3.3,W,2048.3,,2048.3,W,97,W,58,W,14,W,,,,,0,W,0,W,0,W,334,W,126,W,138, ,16, ,46, ,1.7,"W,0214, ",,,,,58.9," ,W,0718, ",36.1,"W,0812,+",,,,,,,,,,,,,,,,,293.1,1,293.1,W,1049.4," ,W",,,23.23,W,28.48,W,17.98,W,,,210,W,200,W,,,,,16.1,W,19.2,W,,
USW00012841,2007,28.54528,-81.33306,32.9,"ORLANDO EXECUTIVE AIRPORT, FL US",3.2,W,2069.1,,2069.1,W,113,W,67,W,11,W,,,,,0,W,0,W,0,W,333,W,112,W,138, ,18, ,44, ,1.7,"W,0217, ",,,,,56.4," ,W,0831, ",36.7,"W,0814, ",,,,,,,,,,,,,,,,,245.5,5,245.5,W,979.6," ,W",,,23.44,W,28.5,W,18.37,W,,,310,W,230,W,,,,,17.9,W,23.3,W,,
USW00012841,2008,28.54528,-81.33306,32.9,"ORLANDO EXECUTIVE AIRPORT, FL US",3.2,W,1912.8,,1912.8,W,110,W,77,W,13,W,,,,,0,W,1,W,0,W,326,W,95,W,140, ,20, ,56, ,-0.5,"W,0103, ",,,,,80.3," ,W,0821, ",36.7,"W,0602, ",,,,,,,,,-0.5,"W,0103",,,,,,,180,0,180,W,1230.8," ,W",,,22.94,W,28.03,W,17.85,W,,,180,W,180,W,,,,,20.6,W,27.7,W,,
USW00012841,2009,28.54528,-81.33306,32.9,"ORLANDO EXECUTIVE AIRPORT, FL US",3,W,2037.9,,2037.9,W,118,W,80,W,17,W,,,,,0,W,3,W,0,W,321,W,119,W,146, ,19, ,65, ,-1,"W,0205, ",,,,,88.9," ,W,0604, ",37.2,"W,0622, ",,,,,,,,,-1,"W,0205",,,,,,,341.1,1,341.1,W,1447.5," ,W",,,23.06,W,28.28,W,17.83,W,,,100,W,100,W,,,,,21.5,W,26.4,W,,
USW00012841,2010,28.54528,-81.33306,32.9,"ORLANDO EXECUTIVE AIRPORT, FL US",3.1,W,1877,,1877,W,117,W,74,W,13,W,,,,,0,W,11,W,0,W,296,W,109,W,131, ,13, ,65, ,-2.1,"W,1214,+",,,,,74.9," ,W,0701, ",37.8,"W,0614, ",-2.1,"W,1214",,,,,,,-1.6,"W,0111",,,,,,,520.7,7,520.7,W,1248.1," ,W",,,21.64,W,26.91,W,16.37,W,,,210,W,200,W,,,,,17.4,W,21.9,W,,
USW00012841,2011,28.54528,-81.33306,32.9,"ORLANDO EXECUTIVE AIRPORT, FL US",3,W,2066,,2066,W,120,W,69,W,15,W,,,,,0,W,1,W,0,W,335,W,126,W,151, ,16, ,64, ,-0.5,"W,0113, ",,,,,142," ,W,1008, ",36.1,"W,0812,+",,,,,,,,,-0.5,"W,0113",,,,,,,402.5,5,402.5,W,1393.8," ,W",,,23.39,W,28.69,W,18.09,W,,,270,W,260,W,,,,,22.8,W,33.5,W,,
USW00012841,2012,28.54528,-81.33306,32.9,"ORLANDO EXECUTIVE AIRPORT, FL US",3.1,W,2068.6,,2068.6,W,116,W,77,W,13,W,0,,0,W,0,W,0,W,0,W,342,W,101,W,121, ,17, ,58, ,0.6,"W,0212, ",0," ,W,1231,+",0," ,W,1231,+",73.4," ,W,0830, ",35.6,"W,0814,+",,,,,,,,,,,,,,,,,151.3,3,151.3,W,1139.2," ,W",0," ,W",23.45,W,28.6,W,18.3,W,,,300,W,130,W,,,,,16.1,W,23.3,W,,
USW00012841,2013,28.54528,-81.33306,32.9,"ORLANDO EXECUTIVE AIRPORT, FL US",3.1,W,2006.2,,2006.2,W,126,W,71,W,15,W,0,,0,W,0,W,0,W,0,W,344,W,85,W,140, ,19, ,58, ,2.2,"W,0304, ",0," ,W,1231,+",0," ,W,1231,+",77.2," ,W,0502, ",35.6,"W,0811, ",,,,,,,,,,,,,,,,,232.8,8,232.8,W,1312.4," ,W",0," ,W",23.32,W,28.34,W,18.31,W,,,290,W,230,W,,,,,21,W,29.5,W,,
USW00012841,2014,28.54528,-81.33306,32.9,"ORLANDO EXECUTIVE AIRPORT, FL US",3,W,2019.3,,2019.3,W,149,W,88,W,13,W,0,,0,W,0,W,0,W,0,W,324,W,114,W,150, ,11, ,111, ,0.6,"W,0107, ",0," ,W,1231,+",0," ,W,1231,+",133.4," ,W,1125, ",37.2,"W,0824, ",,,,,,,,,,,,,,,,,236.6,6,236.6,W,1346.6," ,W",0," ,W",23.02,W,28.12,W,17.91,W,,,300,W,40,W,,,,,17.4,W,24.1,W,,
USW00012841,2015,28.54528,-81.33306,32.9,"ORLANDO EXECUTIVE AIRPORT, FL US",3.3,W,2376.7,,2376.7,W,126,W,79,W,15,W,0,,0,W,0,W,0,W,0,W,338,W,116,W,145, ,19, ,110, ,1.1,"W,0220, ",0," ,W,1231,+",0," ,W,1231,+",88.1," ,W,0112, ",36.7,"W,0619, ",,,,,,,,,,,,,,,,,275.1,1,275.1,W,1288.6," ,W",0," ,W",24.28,W,29.16,W,19.4,W,,,210,W,30,W,,,,,17,W,22.8,W,,
USW00012841,2016,28.54528,-81.33306,32.9,"ORLANDO EXECUTIVE AIRPORT, FL US",3.3,W,2251.1,,2251.1,W,125,W,83,W,20,W,0,,0,W,0,W,0,W,0,W,336,W,122,W,127, ,12, ,114, ,1.7,"W,0124, ",0," ,W,1231,+",0," ,W,1231,+",65.8," ,W,0804, ",36.7,"W,0708,+",,,,,,,,,,,,,,,,,175.6,6,175.6,W,1393.6," ,W",0," ,W",23.93,W,28.96,W,18.91,W,,,280,W,270,W,,,,,18.3,W,25.5,W,,
USW00012841,2017,28.54528,-81.33306,32.9,"ORLANDO EXECUTIVE AIRPORT, FL US",3.4,W,2233.9,,2233.9,W,115,W,68,W,12,W,0,,0,W,0,W,0,W,0,W,348,W,131,W,141, ,23, ,101, ,1.7,"W,0108, ",0," ,W,1231,+",0," ,W,1231,+",176.5," ,W,0910, ",35.6,"W,0831,+",,,,,,,,,,,,,,,,,111.2,2,111.2,W,1215.2," ,W",0," ,W",24.06,W,29.27,W,18.85,W,,,110,W,120,W,,,,,25,W,34.9,W,,
USW00012841,2018,28.54528,-81.33306,32.9,"ORLANDO EXECUTIVE AIRPORT, FL US",3.3,W,2263.6,,2263.6,W,136,W,85,W,14,W,0,,0,W,0,W,2,W,0,W,332,W,125,W,136, ,15, ,121, ,-2.1,"W,0118, ",0," ,W,1231,+",0," ,W,1231,+",97.5," ,W,0819, ",35.6,"W,0919,+",,,,,,,,,-2.1,"W,0118",,,,,,,223.8,8,223.8,W,1329," ,W",0," ,W",23.81,W,28.87,W,18.75,W,,,180,W,200,W,,,,,17.9,W,23.3,W,,
USW00012841,2019,28.54528,-81.33306,32.9,"ORLANDO EXECUTIVE AIRPORT, FL US",3.3,W,2318.1,,2318.1,W,132,W,84,W,17,W,0,,0,W,0,W,0,W,0,W,338,W,130,W,143, ,17, ,98, ,3.3,"W,0121, ",0," ,W,1231,+",0," ,W,1231,+",104.1," ,W,0814, ",36.7,"W,0703,+",,,,,,,,,,,,,,,,,225.5,5,225.5,W,1485.3," ,W",0," ,W",24.19,W,29.19,W,19.19,W,,,240,W,240,W,,,,,17.9,W,23.7,W,,
USW00012841,2020,28.54528,-81.33306,32.9,"ORLANDO EXECUTIVE AIRPORT, FL US",,,,,,,,,,,,,,,,,,,,,,,,,,,112, ,8, ,98, ,,,,,,,,,,,,,,,,,,,,,,,,,,,151.4,4,151.4,D,,,,,,,,,,,,,,,,,,,,,,,,,,
