STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,AWND,AWND_ATTRIBUTES,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYHF,DYHF_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,FZF0,FZF0_ATTRIBUTES,FZF1,FZF1_ATTRIBUTES,FZF2,FZF2_ATTRIBUTES,FZF3,FZF3_ATTRIBUTES,FZF4,FZF4_ATTRIBUTES,FZF5,FZF5_ATTRIBUTES,FZF6,FZF6_ATTRIBUTES,FZF7,FZF7_ATTRIBUTES,FZF8,FZF8_ATTRIBUTES,FZF9,FZF9_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HN01,HN01_ATTRIBUTES,HN02,HN02_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,HX01,HX01_ATTRIBUTES,HX02,HX02_ATTRIBUTES,LN01,LN01_ATTRIBUTES,LN02,LN02_ATTRIBUTES,LX01,LX01_ATTRIBUTES,LX02,LX02_ATTRIBUTES,MN01,MN01_ATTRIBUTES,MN02,MN02_ATTRIBUTES,MX01,MX01_ATTRIBUTES,MX02,MX02_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WDFM,WDFM_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,WSFM,WSFM_ATTRIBUTES
USW00024127,1972,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",,,573.6,,573.6,0,89,0,42,0,1,0,55,,20,0,10,0,110,0,28,0,162,0,56,0,27, ,8, ,40, ,-26.1,"0,1215, ",356," ,0,1230, ",320," ,0,1228, ",30.7," ,0,1228, ",40,"0,0729, ",0,"0,1028",-2.2,"0,1029",-4.4,"0,1031",-6.7,"0,1129",-11.1,"0,1204",-0.6,"0,0502",-2.2,"0,0501",-5,"0,0329",-7.8,"0,0205",-15.6,"0,0204",3266.9,9,,,,,3266.9,0,,,,,,,,,,,,,,,,,,,,,400," ,0",65.9,X,1952," ,0",11.26,0,17.99,0,4.53,0,183912,X,,,,,315,X,315,X,,,,,31.9,X,24.6,X
USW00024127,1973,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",,,566.6,,566.6,0,108,0,59,0,3,0,77,,26,0,8,0,116,0,29,0,152,0,58,0,57, ,22, ,41, ,-25,"0,0104, ",254," ,0,0104, ",208," ,0,0313, ",34.8," ,0,0901, ",40,"0,0710,+",0,"0,1026",-4.4,"0,1104",-4.4,"0,1104",-6.7,"0,1121",-9.4,"0,1125",-0.6,"0,0419",-3.9,"0,0408",-5,"0,0222",-6.7,"0,0221",-8.9,"0,0209",3513.2,2,,,,,3513.2,0,,,,,,,,,,,,,,,,,,,,,518.7," ,0",65.7,X,2167," ,0",10.72,0,17.09,0,4.35,0,181332,X,,,,,270,X,315,X,,,,,28.8,X,18.8,X
USW00024127,1974,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",,,643.5,,643.5,0,76,0,37,0,2,0,59,,20,0,6,0,112,0,22,0,154,0,70,0,39, ,9, ,20, ,-22.2,"0,0111, ",254," ,0,0108, ",300," ,0,0410, ",39.1," ,0,0410, ",38.9,"0,0615, ",-0.6,"0,1105",-2.2,"0,1111",-4.4,"0,1129",-10,"0,1222",-10,"0,1222",0,"0,0428",-2.2,"0,0404",-5.6,"0,0321",-8.9,"0,0304",-8.9,"0,0304",3178.2,2,,,,,3178.2,0,,,,,,,,,,,,,,,,,,,,,367.6," ,0",73.8,X,2017," ,0",11.53,0,18.22,0,4.84,0,202092,X,,,,,180,X,180,X,,,,,27.8,X,20.1,X
USW00024127,1975,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",,,484.8,,484.8,0,105,0,54,0,1,0,58,,26,0,0,0,122,0,25,0,145,0,45,0,48, ,10, ,36, ,-17.2,"0,1231, ",152," ,0,1231,+",216," ,0,0425, ",27.7," ,0,0425, ",37.8,"0,0806, ",-0.6,"0,1023",-2.8,"0,1024",-5.6,"0,1112",-7.8,"0,1121",-8.9,"0,1122",0,"0,0525",-2.8,"0,0426",-8.3,"0,0329",-8.3,"0,0329",-9.4,"0,0223",3253.4,4,,,,,3253.4,0,,,,,,,,,,,,,,,,,,,,,455.9," ,0",67.6,X,2382," ,0",10.38,0,16.56,0,4.21,0,185058,X,,,,,180,X,315,X,,,,,25.2,X,17.4,X
USW00024127,1976,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",,,510.9,,510.9,0,73,0,31,0,1,0,37,,18,0,1,0,142,0,19,0,156,0,45,0,48, ,17, ,38, ,-18.9,"0,0101, ",178," ,0,0205, ",173," ,0,0311, ",41.1," ,0,0425, ",39.4,"0,0711, ",-1.1,"0,1018",-3.3,"0,1019",-4.4,"0,1113",-13.3,"0,1127",-13.3,"0,1127",-0.6,"0,0410",-2.2,"0,0402",-4.4,"0,0328",-9.4,"0,0312",-9.4,"0,0312",3229.2,2,,,,,3229.2,0,,,,,,,,,,,,,,,,,,,,,314.1," ,0",76.4,X,1217," ,0",10.86,0,17.97,0,3.74,0,206304,X,,,,,315,X,315,X,,,,,29.8,X,21.9,X
USW00024127,1977,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",,,600.7,,600.7,0,96,0,42,0,1,0,36,,21,0,1,0,118,0,15,0,162,0,57,0,49, ,12, ,40, ,-18.9,"0,0109, ",305," ,0,0303, ",257," ,0,0302, ",25.4," ,0,0518, ",38.3,"0,0802, ",-0.6,"0,1101",-5.6,"0,1108",-5.6,"0,1108",-6.7,"0,1109",-15,"0,1120",-1.7,"0,0420",-2.2,"0,0419",-10.6,"0,0330",-10.6,"0,0330",-10.6,"0,0330",3212.5,5,,,,,3212.5,0,,,,,,,,,,,,,,,,,,,,,449.4," ,0",69.1,X,1936," ,0",11.73,0,18.37,0,5.09,0,189516,X,,,,,270,X,360,X,,,,,29.8,X,18.8,X
USW00024127,1978,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",,,550.7,,550.7,0,101,0,55,0,1,0,41,,25,0,0,0,90,0,11,0,156,0,63,0,44, ,2, ,28, ,-16.7,"0,1231,+",102," ,0,1220,+",122," ,0,1110, ",35.1," ,0,0917, ",39.4,"0,0724, ",-1.1,"0,1026",-2.2,"0,1031",-4.4,"0,1113",-7.8,"0,1115",-10.6,"0,1205",-0.6,"0,0505",-2.2,"0,0315",-4.4,"0,0218",-8.3,"0,0217",,,2666.2,2,,,,,2666.2,0,,,,,,,,,,,,,,,,,,,,,460.4," ,0",,,1818," ,0",11.78,0,18.31,0,5.25,0,,,,,,,315,X,315,X,,,,,32.9,X,20.1,X
USW00024127,1979,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",,,689,,689,0,80,0,34,0,0,0,42,,17,0,4,0,130,0,30,0,164,0,66,0,57, ,10, ,33, ,-22.2,"0,0131, ",178," ,0,1222, ",152," ,0,0401, ",16.5," ,0,1019, ",40,"0,0804,+",-1.7,"0,1030",-2.2,"0,1031",-5,"0,1116",-6.7,"0,1122",-11.1,"0,1128",-1.1,"0,0420",-2.8,"0,0311",-6.7,"0,0303",-6.7,"0,0303",-13.9,"0,0205",3311,0,,,,,3311,0,,,,,,,,,,,,,,,,,,,,,221.6," ,0",67.4,X,1289," ,0",11.43,0,18.31,0,4.55,0,186672,X,,,,,225,X,180,X,,,,,23.1,X,17.9,X
USW00024127,1980,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",,,528.7,,528.7,0,100,0,50,0,0,0,37,,16,0,2,0,110,0,17,0,150,0,53,0,62, ,27, ,40, ,-20,"0,0131, ",305," ,0,0130, ",251," ,0,0129, ",23.4," ,0,0114, ",38.3,"0,0728,+",0,"0,1022",-2.2,"0,1023",-5,"0,1115",-9.4,"0,1125",-9.4,"0,1125",-1.1,"0,0413",-4.4,"0,0331",-4.4,"0,0331",-10.6,"0,0213",-10.6,"0,0213",2997.9,9,,,,,2997.9,0,,,,,,,,,,,,,,,,,,,,,437.1," ,0",68.1,X,1415," ,0",11.55,0,17.92,0,5.18,0,189468,X,,,,,315,X,315,X,,,,,30.8,X,26.4,X
USW00024127,1981,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",,,638,,638,0,99,0,55,0,0,0,21,,15,0,0,0,97,0,14,0,146,0,59,0,43, ,12, ,48, ,-13.9,"0,1223, ",152," ,0,1223, ",140," ,0,0131, ",21.8," ,0,1029, ",38.3,"0,0625, ",-0.6,"0,1031",-4.4,"0,1126",-4.4,"0,1126",-8.3,"0,1222",-13.9,"0,1223",-0.6,"0,0408",-2.8,"0,0318",-4.4,"0,0221",-6.7,"0,0211",-8.9,"0,0204",2888.7,7,,,,,2888.7,0,,,,,,,,,,,,,,,,,,,,,421.8," ,0",56.8,X,1051," ,0",12.35,0,18.37,0,6.32,0,158514,X,,,,,315,X,360,X,,,,,32.9,X,19.2,X
USW00024127,1982,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",,,564.8,,564.8,0,112,0,58,0,3,0,61,,20,0,1,0,129,0,25,0,130,0,39,0,27, ,6, ,55, ,-17.8,"0,0209, ",178," ,0,1208,+",185," ,0,1201, ",57.7," ,0,0926, ",37.8,"0,0722,+",0,"0,1009",-2.2,"0,1019",-5,"0,1114",-7.8,"0,1123",-10.6,"0,1208",-2.2,"0,0422",-2.2,"0,0422",-5.6,"0,0421",-7.2,"0,0402",-10,"0,0213",3090.5,5,30,"0,0,2",29.4,"0,0,3",3090.5,0,37.2,"0,0,2",34.4,"0,0,3",-2.2,"0,0,2",-1.1,"0,0,3",-1.1,"0,0,2",-0.6,"0,0,3",9.6,"0,0,2",10.6,"0,0,3",15.5,"0,0,2",14.1,"0,0,3",581.6," ,0",59.3,X,1544," ,0",10.52,0,16.59,0,4.45,0,165174,X,,,,,180,X,180,X,,,,,26.2,X,20.1,X
USW00024127,1983,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",,,586,,586,0,140,0,71,0,1,0,24,,24,0,0,0,89,0,13,0,144,0,41,0,42, ,8, ,57, ,-14.4,"0,1228, ",330," ,0,1228,+",183," ,0,0403, ",30.5," ,0,0511, ",38.3,"0,0714, ",-1.1,"0,1108",-3.9,"0,1122",-4.4,"0,1129",-10,"0,1220",-10,"0,1220",-0.6,"0,0426",-2.2,"0,0413",-4.4,"0,0403",-6.7,"0,0204",-10,"0,0103",3193.6,6,29.4,"0,0,2",31.1,"0,0,3",3193.6,0,37.8,"0,0,2",35.6,"0,0,3",-6.1,"0,0,2",-4.4,"0,0,3",-2.2,"0,0,2",-1.1,"0,0,3",9.3,"0,0,2",10.7,"0,0,3",16,"0,0,2",14.4,"0,0,3",617.2," ,0",57.3,X,1898," ,0",11.92,0,17.53,0,6.31,0,162504,X,,,,,315,X,225,X,,,,,26.7,X,21,X
USW00024127,1984,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",3.9,X,638.7,,638.7,0,119,0,62,0,1,0,112,,25,0,5,0,123,0,38,0,145,0,51,0,85, ,27, ,58, ,-21.1,"0,0118,+",330," ,0,0211, ",351," ,0,1018, ",31.2," ,0,1018, ",37.8,"0,0718,+",-0.6,"0,1016",-2.2,"0,1023",-5,"0,1127",-8.3,"0,1201",-13.3,"0,1216",0,"0,0426",-5,"0,0309",-5,"0,0309",-7.2,"0,0308",-10.6,"0,0305",3308,0,28.3,"0,0,2",28.9,"0,0,3",3308,0,37.2,"0,0,2",34.4,"0,0,3",-6.1,"0,0,2",-1.7,"0,0,3",0,"0,0,2",-0.6,"0,0,3",8.7,"0,0,2",9.8,"0,0,3",15.2,"0,0,2",13.4,"0,0,3",548.2," ,0",,,2487," ,0",10.51,0,16.1,0,4.92,0,161918,X,,,,,180,X,180,X,,,,,26.7,X,21.9,X
USW00024127,1985,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",4.1,X,691.4,,691.4,0,92,0,44,0,2,0,101,,22,0,5,0,120,0,47,0,156,0,57,0,74, ,35, ,48, ,-22.8,"0,0201, ",279," ,0,1119, ",267," ,0,1208, ",26.2," ,0,0510, ",38.9,"0,0705, ",-1.7,"0,1109",-2.2,"0,1110",-5,"0,1116",-6.7,"0,1118",-10.6,"0,1119",-2.2,"0,0330",-2.2,"0,0330",-6.7,"0,0308",-6.7,"0,0308",-8.9,"0,0228",3270.4,4,28.9,"0,0,2",29.4,"0,0,3",3270.4,0,39.4,"0,0,2",36.1,"0,0,3",-2.8,"0,0,2",-1.7,"0,0,3",-1.7,"0,0,2",-1.1,"0,0,3",9.8,"0,0,2",10.5,"0,0,3",15.8,"0,0,2",14.1,"0,0,3",431.5," ,0",,,1901," ,0",10.95,0,16.8,0,5.1,0,169770,X,,,,,315,X,,,,,,,28.3,X,,
USW00024127,1986,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",4.1,X,591,,591,0,108,0,49,0,2,0,27,,6,0,0,0,101,0,17,0,133,0,44,0,53, ,22, ,48, ,-14.4,"0,0108, ",152," ,0,0101, ",66," ,0,1106,+",39.9," ,0,0402, ",38.3,"0,0627, ",-2.2,"0,1012",-2.2,"0,1012",-4.4,"0,1110",-7.2,"0,1209",-9.4,"0,1210",-0.6,"0,0426",-2.2,"0,0315",-5,"0,0212",-7.2,"0,0210",-8.9,"0,0209",3112.2,2,27.8,"0,0,2",28.3,"0,0,3",3112.2,0,37.8,"0,0,2",34.4,"0,0,3",-3.3,"0,0,2",-1.7,"0,0,3",-0.6,"0,0,2",-1.1,"0,0,3",9.7,"0,0,2",10.7,"0,0,3",16.8,"0,0,2",14.8,"0,0,3",493.9," ,0",,,465," ,0",11.46,0,17.36,0,5.55,0,167552,X,,,,,315,X,315,X,,,,,25.7,X,22.8,X
USW00024127,1987,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",4.2,X,568,,568,0,87,0,37,0,0,0,42,,15,0,2,0,116,0,27,0,167,0,44,0,28, ,1, ,43, ,-17.8,"0,1225,+",178," ,0,0122,+",155," ,0,0105, ",20.6," ,0,0105, ",37.8,"0,0614, ",0,"0,1111",-3.3,"0,1115",-4.4,"0,1117",-7.2,"0,1212",-11.1,"0,1214",-0.6,"0,0419",-2.8,"0,0331",-5.6,"0,0330",-6.7,"0,0225",-11.7,"0,0123",3109.2,2,27.8,"0,0,2",27.8,"0,0,3",3109.2,0,36.1,"0,0,2",33.3,"0,0,3",-2.8,"0,0,2",-1.7,"0,0,3",-1.1,"0,0,2",-1.1,"0,0,3",10.8,"0,0,2",11.9,"0,0,3",17.5,"0,0,2",15.5,"0,0,3",318.6," ,0",,,1090," ,0",11.84,0,18.37,0,5.31,0,168692,X,,,,,270,X,180,X,,,,,24.7,X,17.4,X
USW00024127,1988,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",4.3,X,748.6,,748.6,0,75,0,30,0,0,0,63,,13,0,1,0,131,0,24,0,171,0,75,0,45, ,9, ,28, ,-17.8,"0,1227, ",254," ,0,0109,+",112," ,0,0106, ",19.3," ,0,0418, ",38.9,"0,0624, ",0,"0,1114",-2.2,"0,1115",-5,"0,1119",-6.7,"0,1202",-8.9,"0,1217",-0.6,"0,0502",-2.2,"0,0410",-4.4,"0,0317",-7.2,"0,0313",-11.7,"0,0206",3106.1,1,31.7,"0,0,2",31.7,"0,0,3",3106.1,0,38.9,"0,0,2",36.7,"0,0,3",-5,"0,0,2",-1.1,"0,0,3",-1.1,"0,0,2",-0.6,"0,0,3",11.9,"0,0,2",13,"0,0,3",18.2,"0,0,2",16.3,"0,0,3",237.1," ,0",,,1139," ,0",11.78,0,18.37,0,5.19,0,187716,X,,,,,360,X,360,X,,,,,26.2,X,21,X
USW00024127,1989,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",4,X,627.8,,627.8,0,80,0,31,0,0,0,62,,14,0,4,0,118,0,32,0,160,0,56,0,58, ,18, ,38, ,-25.6,"0,0206, ",330," ,0,0204,+",277," ,0,0201, ",17.3," ,0,1026, ",40,"0,0720, ",0,"0,1017",-2.2,"0,1030",-5.6,"0,1127",-8.9,"0,1128",-8.9,"0,1128",-0.6,"0,0321",-5.6,"0,0305",-5.6,"0,0305",-9.4,"0,0304",-9.4,"0,0304",3200.8,8,30.6,"0,0,2",31.7,"0,0,3",3200.8,0,40.6,"0,0,2",37.2,"0,0,3",-2.2,"0,0,2",0,"0,0,3",0,"0,0,2",0,"0,0,3",11.7,"0,0,2",12.6,"0,0,3",17.8,"0,0,2",16,"0,0,3",276.7," ,0",,,1164," ,0",11.15,0,17.81,0,4.49,0,193884,X,,,,,225,X,225,X,,,,,30.8,X,23.2,X
USW00024127,1990,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",4.2,X,707.5,,707.5,0,86,0,34,0,0,0,40,,15,0,10,0,116,0,19,0,162,0,63,0,29, ,4, ,29, ,-23.9,"0,1223, ",203," ,0,0312, ",244," ,0,0311, ",20.8," ,0,0311, ",39.4,"0,0808,+",-1.1,"0,1017",-4.4,"0,1107",-4.4,"0,1107",-7.8,"0,1208",-11.1,"0,1215",-1.1,"0,0430",-2.8,"0,0316",-4.4,"0,0314",-6.7,"0,0313",-11.1,"0,0312",2932.6,6,30,"0,0,2",31.1,"0,0,3",2932.6,0,39.4,"0,0,2",36.1,"0,0,3",-2.2,"0,0,2",-0.6,"0,0,3",-0.6,"0,0,2",-0.6,"0,0,3",11.3,"0,0,2",12.2,"0,0,3",18.3,"0,0,2",16.5,"0,0,3",272.2," ,0",,,1229," ,0",11.82,0,18.39,0,5.24,0,189393,X,,,,,225,X,180,X,,,,,24.2,X,21.5,X
USW00024127,1991,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",3.7,X,584.2,,584.2,0,98,0,47,0,2,0,55,,17,0,2,0,127,0,21,0,146,0,55,0,58, ,16, ,33, ,-20,"0,0102, ",178," ,0,0116,+",160," ,0,0427, ",32.8," ,0,0907, ",38.3,"0,0705, ",-0.6,"0,1024",-2.2,"0,1029",-6.1,"0,1030",-6.7,"0,1103",-11.7,"0,1130",-0.6,"0,0427",-2.2,"0,0330",-5.6,"0,0307",-7.2,"0,0211",-10,"0,0209",3352.6,6,,,,,3352.6,0,,,,,,,,,,,,,,,,,,,,,452.7," ,0",,,1240," ,0",10.96,0,17.06,0,4.86,0,168623,X,,,,,270,X,180,X,,,,,26.2,X,21.9,X
USW00024127,1992,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",3.7,X,621.1,,621.1,0,84,0,38,0,1,0,64,,13,0,0,0,100,0,28,0,171,0,51,0,64, ,28, ,30, ,-17.2,"0,0120, ",229," ,0,1124,+",157," ,0,0107, ",25.4," ,0,1102, ",39.4,"0,0802, ",-1.7,"0,1103",-3.3,"0,1104",-5.6,"0,1111",-8.9,"0,1121",-8.9,"0,1121",0,"0,0311",-5,"0,0207",-5,"0,0207",-7.8,"0,0205",-10.6,"0,0202",2823.3,3,31.1,"0,0,2",30.6,"0,0,3",2823.3,0,40,"0,0,2",37.2,"0,0,3",-1.7,"0,0,2",-0.6,"0,0,3",0,"0,0,2",-0.6,"0,0,3",11.6,"0,0,2",12.4,"0,0,3",18.5,"0,0,2",16.6,"0,0,3",307.5," ,0",,,1237," ,0",12,0,18.6,0,5.4,0,194731,X,,,,,315,X,225,X,,,,,27.2,X,24.1,X
USW00024127,1993,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",3.5,X,385.6,,385.6,0,116,0,54,0,1,0,80,,22,0,1,0,126,0,26,0,141,0,27,0,65, ,15, ,36, ,-20,"0,0105, ",635," ,0,0112, ",229," ,0,0102, ",38.9," ,0,1007, ",35.6,"0,0728, ",-1.1,"0,1029",-2.8,"0,1030",-4.4,"0,1107",-7.2,"0,1119",-16.1,"0,1125",-0.6,"0,0414",-2.2,"0,0312",-4.4,"0,0302",-6.7,"0,0228",-9.4,"0,0227",3374,0,26.1,"0,0,2",26.1,"0,0,3",3374,0,35.6,"0,0,2",32.2,"0,0,3",-1.7,"0,0,2",-0.6,"0,0,3",0,"0,0,2",0,"0,0,3",10.4,"0,0,2",10.8,"0,0,3",16.1,"0,0,2",14.4,"0,0,3",479.9," ,0",,,2087," ,0",10.1,0,16.16,0,4.03,0,174339,X,,,,,225,X,225,X,,,,,25.7,X,21.5,X
USW00024127,1994,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",3.9,X,841.2,,841.2,0,92,0,46,0,0,0,52,,17,0,0,0,115,0,13,0,159,0,77,0,41, ,4, ,27, ,-12.2,"0,1122, ",203," ,0,0223, ",251," ,0,0222, ",24.4," ,0,1112, ",41.1,"0,0804, ",-1.1,"0,1029",-3.9,"0,1030",-4.4,"0,1103",-7.8,"0,1113",-9.4,"0,1114",-0.6,"0,0408",-2.2,"0,0324",-6.1,"0,0323",-10,"0,0223",-10,"0,0223",2933.9,9,32.2,"0,0,2",32.8,"0,0,3",2933.9,0,42.2,"0,0,2",39.4,"0,0,3",-5.6,"0,0,2",-1.1,"0,0,3",0,"0,0,2",0,"0,0,3",12.7,"0,0,2",13,"0,0,3",18.9,"0,0,2",17,"0,0,3",388.5," ,0",,,1815," ,0",12.52,0,19.06,0,5.97,0,,,,,,,315,X,,,,,,,28.3,X,,
