STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,AWND,AWND_ATTRIBUTES,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYHF,DYHF_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,FZF0,FZF0_ATTRIBUTES,FZF1,FZF1_ATTRIBUTES,FZF2,FZF2_ATTRIBUTES,FZF3,FZF3_ATTRIBUTES,FZF4,FZF4_ATTRIBUTES,FZF5,FZF5_ATTRIBUTES,FZF6,FZF6_ATTRIBUTES,FZF7,FZF7_ATTRIBUTES,FZF8,FZF8_ATTRIBUTES,FZF9,FZF9_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HN01,HN01_ATTRIBUTES,HN02,HN02_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,HX01,HX01_ATTRIBUTES,HX02,HX02_ATTRIBUTES,LN01,LN01_ATTRIBUTES,LN02,LN02_ATTRIBUTES,LX01,LX01_ATTRIBUTES,LX02,LX02_ATTRIBUTES,MN01,MN01_ATTRIBUTES,MN02,MN02_ATTRIBUTES,MX01,MX01_ATTRIBUTES,MX02,MX02_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,PSUN,PSUN_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,TSUN,TSUN_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WDFM,WDFM_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES,WSFM,WSFM_ATTRIBUTES
USW00024127,1995,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",3.8,X,548.8,,548.8,0,96,0,50,0,1,0,22,,13,0,0,0,93,0,5,0,139,0,55,0,38, ,2, ,48, ,-11.7,"0,0215, ",127," ,0,0215,+",130," ,0,0211, ",25.7," ,0,0929, ",41.1,"0,0729, ",0,"0,1022",-2.2,"0,1023",-4.4,"0,1101",-6.7,"0,1102",-8.9,"0,1224",-0.6,"0,0416",-3.3,"0,0330",-4.4,"0,0329",-7.2,"0,0216",-11.7,"0,0215",3095.1,1,,,,,3095.1,0,,,,,,,,,,,,,,,,,,,,,430.3," ,0",,,1022," ,0",12.12,0,18.64,0,5.6,0,201600,X,,,,,270,X,,,,,,,23.1,X,,
USW00024127,1996,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",3.9,X,735.1,,735.1,0,98,0,49,0,0,0,53,,28,0,3,0,114,0,13,0,159,0,74,0,65, ,9, ,24, ,-24.4,"0,0203, ",432," ,0,0126, ",340," ,0,0125, ",22.6," ,0,0916, ",39.4,"0,0702, ",-0.6,"0,1016",-2.2,"0,1020",-4.4,"0,1127",-7.2,"0,1202",-11.7,"0,1204",0,"0,0428",-3.9,"0,0326",-6.1,"0,0301",-10,"0,0229",-10,"0,0229",2863,0,21.1,"0,0,2",21.7,"0,0,3",2863,0,27.8,"0,0,2",25,"0,0,3",-0.6,"0,0,2",0,"0,0,3",0.6,"0,0,2",0,"0,0,3",9.3,"0,0,2",9.8,"0,0,3",12.9,"0,0,2",11.1,"0,0,3",440.3," ,0",,,2756," ,0",12.33,0,18.97,0,5.69,0,182646,X,,,,,320,X,,,,,,,22.8,X,,
USW00024127,1997,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",4,X,635.1,,635.1,0,100,0,49,0,1,0,54,,18,0,0,0,129,0,19,0,164,0,55,0,50, ,1, ,40, ,-13.3,"0,1226, ",127," ,0,0115, ",137," ,0,0123, ",26.4," ,0,0524, ",37.8,"0,0715, ",-0.6,"0,1013",-2.2,"0,1026",-4.4,"0,1114",-10.6,"0,1210",-10.6,"0,1210",-2.8,"0,0413",-2.8,"0,0413",-5,"0,0412",-6.7,"0,0225",-8.9,"0,0124",2837.7,7,22.2,"0,0,2",21.1,"0,0,3",2837.7,0,29.4,"0,0,2",23.9,"0,0,3",-1.1,"0,0,2",0,"0,0,3",0.6,"0,0,2",0,"0,0,3",9.8,"0,0,2",10.1,"0,0,3",13.4,"0,0,2",11.3,"0,0,3",430.7," ,0",,,1195," ,0",11.83,0,18.2,0,5.46,0,182010,X,,,,,140,X,,,,,,,30.4,X,,
USW00024127,1998,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",3.9,X,591,,591,0,112,0,59,0,2,0,39,,19,0,0,0,102,0,14,0,130,0,50,0,94, ,7, ,44, ,-17.2,"0,1221, ",432," ,0,0226, ",274," ,0,0225, ",37.6," ,0,0617, ",38.9,"0,0719,+",0,"0,1103",-2.2,"0,1107",-8.3,"0,1205",-8.3,"0,1205",-11.7,"0,1209",0,"0,0418",-2.2,"0,0318",-4.4,"0,0309",-10,"0,0308",-10,"0,0308",3064.4,4,,,,,3064.4,0,,,,,,,,,,,,,,,,,,,,,605.2," ,0",,,1665," ,0",11.56,0,17.24,0,5.89,0,162473,X,210,X,,,,,,,21,X,,,,,,
USW00024127,1999,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",3.9,X,576,,576,0,81,0,43,0,0,0,34,,17,0,0,0,116,0,11,0,150,0,46,0,65, ,13, ,34, ,-11.1,"0,1204, ",203," ,0,1203, ",140," ,0,1121, ",22.6," ,0,0503, ",37.8,"0,0724,+",-1.7,"0,1016",-2.2,"0,1113",-5,"0,1122",-7.2,"0,1123",-8.9,"0,1203",-1.1,"0,0511",-2.2,"0,0416",-5,"0,0310",-6.7,"0,0305",-9.4,"0,0212",3065.7,7,21.7,"0,0,2",22.2,"0,0,3",3065.7,0,25,"0,0,2",23.3,"0,0,3",0,"0,0,2",0,"0,0,3",1.7,"0,0,2",1.7,"0,0,3",10.2,"0,0,2",10.7,"0,0,3",12.7,"0,0,2",11.6,"0,0,3",344," ,0",,,1195," ,0",11.75,0,18.04,0,5.47,0,188961,X,180,X,180,X,,,,,21,X,27.7,X,,,,
USW00024127,2000,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",3.8,X,721.4,,721.4,0,94,0,53,0,2,0,41,,20,0,0,0,112,0,19,0,152,0,66,0,100, ,17, ,33, ,-11.7,"0,1229, ",127," ,0,1113,+",155," ,0,1109, ",33.3," ,0,0830, ",39.4,"0,0801,+",-1.1,"0,1102",-2.8,"0,1103",-5.6,"0,1107",-6.7,"0,1110",-9.4,"0,1111",-1.1,"0,0401",-2.8,"0,0322",-6.7,"0,0320",-6.7,"0,0320",-10.6,"0,0106",2739.9,9,,,,,2739.9,0,,,,,,,,,,,,,,,,,,,,,416.1," ,0",,,1441," ,0",12.03,0,17.98,0,6.08,0,185017,X,240,X,280,X,,,,,18.3,X,24.6,X,,,,
USW00024127,2001,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",3.7,X,780.8,,780.8,0,89,0,44,0,1,0,53,,23,0,0,0,115,0,34,0,164,0,74,0,96, ,27, ,26, ,-13.9,"0,1225,+",178," ,0,1126, ",264," ,0,1125, ",32.3," ,0,1122, ",40,"0,0704, ",0,"0,1012",-2.2,"0,1109",-5,"0,1126",-9.4,"0,1127",-9.4,"0,1127",-0.6,"0,0413",-3.9,"0,0409",-4.4,"0,0228",-8.3,"0,0215",-9.4,"0,0210",3247.6,6,21.7,"0,0,2",21.7,"0,0,3",3247.6,0,23.3,"0,0,2",23.9,"0,0,3",0,"0,0,2",0.6,"0,0,3",1.1,"0,0,2",1.1,"0,0,3",10.8,"0,0,2",10.7,"0,0,3",12.1,"0,0,2",12.1,"0,0,3",382.8," ,0",,,1872," ,0",12.05,0,18.06,0,6.03,0,,,320,X,180,X,,,,,21.5,X,24.6,X,,,,
USW00024127,2002,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",3.6,X,702.7,,702.7,0,67,0,30,0,0,0,43,,11,0,1,0,135,0,25,0,144,0,67,0,83, ,20, ,26, ,-20.6,"0,0130, ",152," ,0,0317, ",213," ,0,0317, ",19.3," ,0,0317, ",41.7,"0,0713, ",0,"0,1013",-6.7,"0,1031",-6.7,"0,1031",-6.7,"0,1031",,,-3.3,"0,0508",-3.3,"0,0508",-6.7,"0,0319",-6.7,"0,0319",-9.4,"0,0309",3309.3,3,23.3,"0,0,2",22.8,"0,0,3",3309.3,0,24.4,"0,0,2",25.6,"0,0,3",-1.1,"0,0,2",-1.1,"0,0,3",-0.6,"0,0,2",-0.6,"0,0,3",10.1,"0,0,2",9.7,"0,0,3",11.2,"0,0,2",11.4,"0,0,3",261.7," ,0",,,977," ,0",11.03,0,17.27,0,4.79,0,,,190,X,190,X,,,,,23.7,X,28.6,X,,,,
USW00024127,2003,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",3.7,X,836.3,,836.3,0,79,0,49,0,1,0,36,,21,0,0,0,108,0,11,0,165,0,67,0,83, ,18, ,28, ,-11.7,"0,0208,+",356," ,0,1228, ",269," ,0,1226, ",29," ,0,1225, ",40.6,"0,0715,+",0,"0,1026",-2.8,"0,1030",-7.8,"0,1122",-7.8,"0,1122",-9.4,"0,1123",-1.1,"0,0408",-2.8,"0,0404",-4.4,"0,0305",-6.7,"0,0209",-11.7,"0,0208",2938.3,3,23.9,"0,0,2",23.3,"0,0,3",2938.3,0,25,"0,0,2",26.1,"0,0,3",0,"0,0,2",1.1,"0,0,3",0.6,"0,0,2",1.7,"0,0,3",11.2,"0,0,2",10.8,"0,0,3",12.3,"0,0,2",12.5,"0,0,3",405.4," ,0",,,1567," ,0",12.7,0,18.71,0,6.69,0,,,180,X,180,X,,,,,21,X,25.9,X,,,,
USW00024127,2004,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",3.6,X,590.9,,590.9,0,95,0,43,0,2,0,61,,16,0,2,0,115,0,51,0,156,0,56,0,113, ,24, ,29, ,-20.6,"0,0213, ",203," ,0,0102,+",132," ,0,0228, ",35.6," ,0,0610, ",36.7,"0,0813,+",-1.1,"0,1031",-3.3,"0,1101",-4.4,"0,1121",-10.6,"0,1129",-10.6,"0,1129",0,"0,0411",-2.2,"0,0303",-4.4,"0,0302",-6.7,"0,0224",-8.9,"0,0220",3153.6,6,25,"0,0,2",23.9,"0,0,3",3153.6,0,26.1,"0,0,2",25,"0,0,3",-2.8,"0,0,2",-1.1,"0,0,3",-1.1,"0,0,2",0.6,"0,0,3",10.4,"0,0,2",10.4,"0,0,3",12.1,"0,0,2",11.9,"0,0,3",378.6," ,0",,,1062," ,0",11.11,0,16.82,0,5.41,0,,,290,X,290,X,,,,,21,X,31.7,X,,,,
USW00024127,2005,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",3.8,X,652.9,,652.9,0,97,0,52,0,0,0,21,,7,0,0,0,111,0,15,0,142,0,59,0,91, ,11, ,40, ,-15,"0,1207, ",152," ,0,0207, ",193," ,0,0207, ",20.6," ,0,0511,+",39.4,"0,0720,+",0,"0,1112",-2.2,"0,1114",-5.6,"0,1115",-6.7,"0,1124",-15,"0,1207",0,"0,0405",-2.8,"0,0331",-5,"0,0314",-6.7,"0,0213",-11.7,"0,0208",3041.5,5,,,,,3041.5,0,,,,,,,,,,,,,,,,,,,,,429.3," ,0",,,733," ,0",11.82,0,17.78,0,5.86,0,,,190,X,150,X,,,,,18.3,X,22.8,X,,,,
USW00024127,2006,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",3.8,W,766.4,,766.4,0,98,0,53,0,1,0,37,,19,0,0,0,122,0,20,0,148,0,67,0,112, ,12, ,44, ,-15.6,"0,1129, ",229," ,0,0216, ",173," ,0,1129, ",27.9," ,0,0406, ",40,"0,0722,+",-0.6,"0,1018",-3.9,"0,1031",-5,"0,1101",-15.6,"0,1129",-15.6,"0,1129",0,"0,0420",-2.2,"0,0402",-5.6,"0,0310",-11.1,"0,0221",-11.1,"0,0221",2923.8,8,,,,,2923.8,0,,,,,,,,,,,,,,,,,,,,,410.6," ,0",,,1431," ,0",12.05,0,18.21,0,5.88,0,,,200,X,190,X,,,,,28.2,X,33.5,X,,,,
USW00024127,2007,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",3.6,W,892.9,,892.9,0,76,0,36,0,1,0,72,,17,0,1,0,111,0,38,0,156,0,78,0,104, ,14, ,17, ,-18.3,"0,0114, ",152," ,0,1225,+",152," ,0,1201, ",27.9," ,0,1207, ",40.6,"0,0715, ",0,"0,1022",-2.2,"0,1114",-4.4,"0,1121",-7.2,"0,1122",-10,"0,1212",0,"0,0413",-3.3,"0,0411",-5,"0,0304",-8.9,"0,0303",-8.9,"0,0303",3167.1,1,25,"0,0,2",23.9,"0,0,3",3167.1,0,30.6,"0,0,2",28.9,"0,0,3",-1.1,"0,0,2",-2.2,"0,0,3",-1.1,"0,0,2",-2.2,"0,0,3",9.8,"0,0,2",10.2,"0,0,3",12.9,"0,0,2",11.8,"0,0,3",340.2," ,0",,,1453," ,0",12.08,0,18.53,0,5.63,0,,,320,X,320,X,,,,,21,X,25.9,X,,,,
USW00024127,2008,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",3.5,W,701.5,,701.5,0,83,0,36,0,0,0,66,,25,0,1,0,139,0,29,0,148,0,63,0,114, ,20, ,21, ,-18.9,"0,0122, ",203," ,0,1226, ",183," ,0,1225, ",19.8," ,0,0831, ",39.4,"0,0801, ",0,"0,1010",-2.2,"0,1105",-4.4,"0,1205",-6.7,"0,1209",-10,"0,1216",-0.6,"0,0502",-2.8,"0,0421",-4.4,"0,0401",-7.8,"0,0216",-9.4,"0,0215",3465.4,4,22.2,"0,0,3",,,3465.4,0,27.2,"0,0,2",24.4,"0,0,3",-3.3,"0,0,3",,,-1.1,"0,0,2",-1.1,"0,0,3",9.7,"0,0,3",,,12.2,"0,0,2",11.2,"0,0,3",299," ,0",,,1706," ,0",11.05,0,17.33,0,4.77,0,,,170,X,180,X,,,,,21.5,X,25,X,,,,
USW00024127,2009,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",3.4,W,615.7,,615.7,0,105,0,53,0,0,0,47,,17,0,1,0,128,0,24,0,147,0,51,0,123, ,16, ,46, ,-17.8,"0,1210, ",178," ,0,1231, ",137," ,0,1230, ",21.3," ,0,0930, ",38.9,"0,0723,+",0,"0,1026",-2.8,"0,1029",-5,"0,1114",-7.2,"0,1115",-9.4,"0,1203",0,"0,0406",-2.2,"0,0401",-4.4,"0,0327",-6.7,"0,0310",-10,"0,0127",3030.1,1,21.1,"0,0,2",,,3030.1,0,27.2,"0,0,2",,,-2.2,"0,0,2",,,-0.6,"0,0,2",,,9.5,"0,0,2",,,12,"0,0,2",,,403.3," ,0",,,1130," ,0",11.14,0,17.17,0,5.11,0,,,200,X,210,X,,,,,19.2,X,23.7,X,,,,
USW00024127,2010,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",,,619.8,,619.8,0,109,0,49,0,1,0,42,,17,0,0,0,118,0,21,0,143,0,56,0,145, ,22, ,50, ,-17.2,"0,0108, ",254," ,0,1129, ",218," ,0,1128, ",28.4," ,0,0819, ",39.4,"0,0716, ",0,"0,1026",-8.3,"0,1123",-8.3,"0,1123",-8.3,"0,1123",-13.3,"0,1124",-0.6,"0,0507",-2.8,"0,0407",-4.4,"0,0311",-6.7,"0,0222",-11.7,"0,0113",3354.8,8,,,,,3354.8,0,,,,,,,,,,,,,,,,,,,,,475.5," ,0",,,1277," ,0",11.45,0,17.34,0,5.56,0,,,200,X,230,X,,,,,21.9,X,28.6,X,,,,
USW00024127,2011,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",3.4,W,626.4,,626.4,X,100,X,52,X,1,X,28,,17,X,0,X,130,X,24,X,139,X,49,X,87, ,14, ,45, ,-15,"X,0101, ",152," ,X,0308, ",94," ,X,0216, ",28.2," ,X,0619, ",38.3,"X,0703, ",-1.1,"X,1026",-2.8,"X,1102",-4.4,"X,1109",-9.4,"X,1205",-9.4,"X,1205",0,"X,0501",-2.8,"X,0404",-4.4,"X,0217",-6.7,"X,0210",-11.1,"X,0203",3231.2,2,,,,,3231.2,X,,,,,,,,,,,,,,,,,,,,,486.7," ,X",,,1011," ,X",10.94,X,16.69,X,5.19,X,,,280,X,280,X,,,,,23.2,X,29.9,X,,,,
USW00024127,2012,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",3.7,X,881.4,,881.4,X,74,X,39,X,1,X,31,,16,X,0,X,94,X,9,X,177,X,74,X,41, ,,,24, ,-11.1,"X,1231, ",203," ,X,1111, ",216," ,X,1110, ",27.2," ,X,1109, ",39.4,"X,0808,+",-1.7,"X,1026",-3.9,"X,1110",-6.1,"X,1111",-6.7,"X,1220",-8.9,"X,1229",-2.2,"X,0407",-2.2,"X,0407",-5,"X,0307",-6.7,"X,0128",-10.6,"X,0117",2812.2,2,,,,,2812.2,X,,,,,,,,,,,,,,,,,,,,,322.4," ,X",,,1218," ,X",13.61,X,19.9,X,7.31,X,,,280,X,280,X,,,,,19.2,X,26.4,X,,,,
USW00024127,2013,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",3.2,W,967.7,,967.7,W,89,W,40,W,0,W,89,,18,W,2,W,115,W,49,W,152,W,78,W,19, ,1, ,21, ,-18.9,"W,0114, ",305," ,W,0128, ",236," ,W,0127, ",22.9," ,W,1219, ",40.6,"W,0629,+",-0.5,"W,1103",-4.9,"W,1123",-4.9,"W,1123",-13.2,"W,1204",-13.2,"W,1204",-0.5,"W,0423",-2.7,"W,0418",-4.4,"X,0324",-7.2,"X,0227",-10.6,"X,0224",3065.6,6,,,,,3065.6,W,,,,,,,,,,,,,,,,,,,,,296.2," ,W",,,1624," ,W",11.79,W,17.65,W,5.93,W,,,180,W,110,W,,,,,16.5,W,21.5,W,,,,
USW00024127,2014,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",3.5,W,674.8,,674.8,W,92,W,48,W,1,W,33,,7,W,0,W,77,W,7,W,166,W,49,W,58, ,1, ,17, ,-17.1,"W,1231, ",200," ,W,0110, ",76," ,W,0108, ",31.8," ,W,0927, ",39.4,"W,0723,+",-1.6,"W,1104",-2.7,"W,1111",-4.9,"W,1112",-9.9,"W,1116",-9.9,"W,1116",0,"W,0430",-3.2,"W,0207",-6,"W,0206",-7.1,"W,0205",-9.3,"W,0122",2841,0,,,,,2841,W,,,,,,,,,,,,,,,,,,,,,367.7," ,W",,,491," ,W",13.07,W,19.15,W,6.98,W,,,270,W,280,W,,,,,20.1,W,27.7,W,,,,
USW00024127,2015,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",3.4,W,785.4,,785.4,W,86,W,42,W,0,W,24,,6,W,0,W,96,W,14,W,168,W,58,W,87, ,5, ,44, ,-15.5,"W,1231, ",180," ,W,1217, ",208," ,W,1214, ",23.6," ,W,0916,+",40,"W,0629, ",-1.6,"W,1107",-3.2,"W,1117",-4.9,"W,1121",-7.1,"W,1201",-10.5,"W,1217",0,"W,0416",-2.7,"W,0305",-4.9,"W,0224",-11.6,"W,0102",-11.6,"W,0102",2457.9,9,,,,,2457.9,W,,,,,,,,,,,,,,,,,,,,,410.8," ,W",,,668," ,W",13.49,W,19.35,W,7.64,W,,,280,W,280,W,,,,,22.8,W,29.1,W,,,,
USW00024127,2016,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",3.6,W,881.1,,881.1,W,93,W,38,W,0,W,40,,10,W,1,W,94,W,23,W,170,W,77,W,103, ,11, ,41, ,-18.2,"W,0101, ",200," ,W,1226, ",218," ,W,1225, ",23.4," ,W,1121, ",40,"W,0726, ",-1,"W,1117",-3.8,"W,1129",-5.5,"W,1206",-7.7,"W,1217",-9.3,"W,1218",-0.5,"W,0319",-2.7,"W,0223",-5.5,"W,0208",-7.1,"W,0204",-9.9,"W,0202",2704.1,1,,,,,2704.1,W,,,,,,,,,,,,,,,,,,,,,378.3," ,W",,,861," ,W",13.45,W,19.31,W,7.59,W,,,150,W,150,W,,,,,19.2,W,25.5,W,,,,
USW00024127,2017,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",3.6,W,962.1,,962.1,W,87,W,42,W,2,W,35,,12,W,2,W,90,W,19,W,153,W,80,W,87, ,11, ,33, ,-21,"W,0107, ",250," ,W,0105, ",173," ,W,0102, ",50," ,W,0323, ",40.6,"W,0705, ",0,"W,1015",-3.2,"W,1108",-4.9,"W,1206",-7.7,"W,1226",-9.9,"W,1227",-1.6,"W,0307",-2.7,"W,0306",-5.5,"W,0228",-8.2,"W,0130",-11.6,"W,0129",2687.4,4,,,,,2687.4,W,,,,,,,,,,,,,,,,,,,,,407.3," ,W",,,1076," ,W",13.38,W,19.16,W,7.6,W,,,180,W,190,W,,,,,20.1,W,25.5,W,,,,
USW00024127,2018,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",3.5,W,852.1,,852.1,W,80,W,39,W,0,W,36,,13,W,0,W,98,W,10,W,162,W,66,W,67, ,3, ,29, ,-11,"W,0223, ",180," ,W,0305,+",193," ,W,0304, ",18.3," ,W,0430, ",38.9,"W,0706, ",-1.6,"W,1015",-3.2,"W,1108",-5.5,"W,1112",-7.1,"W,1204",-9.3,"W,1228",-1.6,"W,0403",-2.7,"W,0307",-10.5,"W,0224",-10.5,"W,0224",-10.5,"W,0224",2533.3,3,,,,,2533.3,W,,,,,,,,,,,,,,,,,,,,,336.4," ,W",,,1289," ,W",13.42,W,19.23,W,7.61,W,,,170,W,170,W,,,,,19.2,W,24.6,W,,,,
USW00024127,2019,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",3.6,W,773.8,,773.8,W,105,W,62,W,0,W,42,,15,W,0,W,115,W,18,W,136,W,60,W,107, ,11, ,38, ,-14.3,"W,0101, ",180," ,W,1129, ",114," ,W,1128, ",21.6," ,W,0328, ",39.4,"W,0722, ",-1,"W,1010",-5.5,"W,1028",-5.5,"W,1028",-8.2,"W,1029",-9.9,"W,1030",0,"W,0331",-2.7,"W,0304",-7.1,"W,0223",-7.1,"W,0223",-11,"W,0208",3017.5,5,,,,,3017.5,W,,,,,,,,,,,,,,,,,,,,,511.2," ,W",,,1124," ,W",11.95,W,17.42,W,6.48,W,,,300,W,300,W,,,,,19.2,W,26.8,W,,,,
USW00024127,2020,40.7781,-111.9694,1287.8,"SALT LAKE CITY INTERNATIONAL AIRPORT, UT US",,,,,,,,,,,,,,,,,,,,,,,,,,,51, ,5, ,15, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2900.5,5,,,,,2900.5,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
