STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,AWND,AWND_ATTRIBUTES,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DSND,DSND_ATTRIBUTES,DSNW,DSNW_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYFG,DYFG_ATTRIBUTES,DYHF,DYHF_ATTRIBUTES,DYTS,DYTS_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMSD,EMSD_ATTRIBUTES,EMSN,EMSN_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,FZF0,FZF0_ATTRIBUTES,FZF1,FZF1_ATTRIBUTES,FZF2,FZF2_ATTRIBUTES,FZF3,FZF3_ATTRIBUTES,FZF4,FZF4_ATTRIBUTES,FZF5,FZF5_ATTRIBUTES,FZF6,FZF6_ATTRIBUTES,FZF7,FZF7_ATTRIBUTES,FZF8,FZF8_ATTRIBUTES,FZF9,FZF9_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,SNOW,SNOW_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,WDF1,WDF1_ATTRIBUTES,WDF2,WDF2_ATTRIBUTES,WDF5,WDF5_ATTRIBUTES,WDFG,WDFG_ATTRIBUTES,WSF1,WSF1_ATTRIBUTES,WSF2,WSF2_ATTRIBUTES,WSF5,WSF5_ATTRIBUTES,WSFG,WSFG_ATTRIBUTES
USW00024235,1948,42.6003,-123.3641,1168,"SEXTON SUMMIT, OR US",,,60.3,,60.3,0,159,0,99,0,7,0,,,40,0,0,0,158,0,24,0,73,0,2,0,200, ,,,9, ,-7.8,"0,1223, ",,,305," ,0,1202, ",80.8," ,0,0106, ",32.2,"0,0909,+",-0.6,"0,0923",-2.8,"0,1104",-4.4,"0,1126",-6.7,"0,1203",,,0,"X,0519",-2.2,"X,0501",-4.4,"X,0427",-6.7,"X,0206",,,,,,,1065.7," ,0",3956," ,0",7.24,0,11.81,0,2.67,0,,,,,,,,,,,,,,,,
USW00024235,1949,42.6003,-123.3641,1168,"SEXTON SUMMIT, OR US",,,75.4,,75.4,0,102,0,47,0,2,0,69,,24,0,0,0,119,0,34,0,101,0,1,0,158, ,,,6, ,-13.3,"0,0110,+",533," ,0,0208,+",221," ,0,1109, ",41.4," ,0,0222, ",33.3,"0,0714, ",0,"0,1006",-2.2,"0,1017",-5.6,"0,1019",-7.2,"0,1210",,,-1.1,"0,0517",-2.2,"0,0402",-5,"0,0328",-9.4,"0,0213",-9.4,"0,0213",3920.9,9,3920.9,0,513.3," ,0",2119," ,0",8.62,0,13.66,0,3.57,0,,,,,,,,,,,,,,,,
USW00024235,1950,42.6003,-123.3641,1168,"SEXTON SUMMIT, OR US",,,124.2,,124.2,0,151,0,99,0,6,0,69,,38,0,0,0,114,0,33,0,96,0,4,0,27, ,,,,,-13.3,"0,0103, ",1448," ,0,0116, ",320," ,0,0110, ",107.2," ,0,1028, ",33.3,"0,0816, ",-1.1,"0,0929",-3.9,"0,1114",,,,,,,0,"0,0607",-2.2,"0,0518",-5.6,"0,0328",-6.7,"0,0312",-8.9,"0,0311",3815.2,2,3815.2,0,1206.3," ,0",3329," ,0",8.52,0,13.17,0,3.86,0,,,,,,,,,,,,,,,,
USW00024235,1951,42.6003,-123.3641,1168,"SEXTON SUMMIT, OR US",,,141.6,,141.6,0,121,0,85,0,6,0,59,,34,0,0,0,108,0,27,0,118,0,0,0,,,,,4, ,-11.1,"0,0129, ",711," ,0,0310,+",196," ,0,1229, ",36.6," ,0,1023, ",31.1,"0,0909,+",0,"0,1110",-2.8,"0,1204",-4.4,"0,1205",-7.2,"0,1207",,,-0.6,"0,0529",-2.2,"0,0430",-4.4,"0,0330",-7.2,"0,0310",-9.4,"0,0130",3353.1,1,3353.1,0,1008.8," ,0",2975," ,0",9.16,0,14.03,0,4.28,0,,,,,,,,,,,,,,,,
USW00024235,1952,42.6003,-123.3641,1168,"SEXTON SUMMIT, OR US",,,230.7,,230.7,0,119,0,73,0,3,0,99,,43,0,0,0,112,0,37,0,112,0,3,0,,,,,,,-7.8,"0,0101, ",1727," ,0,0122, ",213," ,0,0318, ",37.6," ,0,1206, ",33.3,"0,0708, ",-0.6,"0,1112",-2.2,"0,1113",,,,,,,-1.7,"0,0612",-2.2,"0,0504",-5,"0,0321",-7.2,"0,0221",,,3761.3,3,3761.3,0,781," ,0",4406," ,0",9.25,0,13.77,0,4.73,0,,,,,,,,,,,,,,,,
USW00024235,1953,42.6003,-123.3641,1168,"SEXTON SUMMIT, OR US",,,107.7,,107.7,0,156,0,93,0,5,0,46,,30,0,0,0,103,0,11,0,73,0,1,0,,,,,2, ,-6.7,"0,0302, ",508," ,0,0321, ",239," ,0,0318, ",95.8," ,0,1122, ",32.2,"0,0811, ",0,"0,1021",-2.2,"0,1116",,,,,,,-1.1,"0,0526",-2.2,"0,0521",-4.4,"0,0409",-6.7,"0,0302",,,3543,0,3543,0,1103.5," ,0",2518," ,0",8.48,0,12.78,0,4.18,0,,,,,,,,,,,,,,,,
USW00024235,1954,42.6003,-123.3641,1168,"SEXTON SUMMIT, OR US",,,32,,32,0,118,0,70,0,7,0,61,,31,0,0,0,99,0,21,0,69,0,0,0,,,,,,,-7.8,"0,0125, ",1067," ,0,0127, ",417," ,0,0115, ",42.4," ,0,0127, ",28.9,"0,0713, ",-1.1,"0,1023",-3.3,"0,1128",-4.4,"0,1129",-7.2,"0,1227",,,0,"0,0606",-3.9,"0,0430",-4.4,"0,0317",-7.2,"0,0311",,,3424.2,2,3424.2,0,840.4," ,0",2879," ,0",8.57,0,13.07,0,4.08,0,,,,,,,,,,,,,,,,
USW00024235,1955,42.6003,-123.3641,1168,"SEXTON SUMMIT, OR US",,,126,,126,0,148,0,87,0,5,0,101,,46,0,0,0,136,0,38,0,71,0,4,0,,,,,,,-11.7,"0,1115, ",533," ,0,0121, ",224," ,0,0115, ",67.1," ,0,1221, ",36.1,"0,0904, ",-1.1,"0,1030",-3.9,"0,1111",-6.7,"0,1112",-6.7,"0,1112",-10,"0,1114",0,"0,0601",-3.3,"0,0513",-5.6,"0,0427",-6.7,"0,0315",,,3963.7,7,3963.7,0,931," ,0",3349," ,0",7.51,0,11.88,0,3.14,0,,,,,,,,,,,,,,,,
USW00024235,1956,42.6003,-123.3641,1168,"SEXTON SUMMIT, OR US",,,123,,123,0,132,0,77,0,8,0,105,,36,0,0,0,105,0,24,0,88,0,2,0,,,,,,,-12.8,"0,0216, ",1956," ,0,0306, ",318," ,0,0220, ",39.6," ,0,0106, ",33.3,"0,0718, ",-2.2,"0,1023",-2.2,"0,1023",-4.4,"0,1204",-7.2,"0,1206",,,0,"0,0527",-4.4,"0,0405",-4.4,"0,0405",-6.7,"0,0311",-8.9,"0,0306",3861.6,6,3861.6,0,907.3," ,0",3863," ,0",8.76,0,13.32,0,4.2,0,,,,,,,,,,,,,,,,
USW00024235,1957,42.6003,-123.3641,1168,"SEXTON SUMMIT, OR US",,,69,,69,0,128,0,80,0,6,0,68,,29,0,0,0,95,0,22,0,77,0,0,0,,,,,,,-10.6,"0,0128,+",457," ,0,0112, ",203," ,0,1217,+",44.5," ,0,0926, ",30,"0,0914,+",-0.6,"0,1003",-2.2,"0,1218",,,,,,,-0.6,"0,0520",-2.2,"0,0414",-5,"0,0321",-7.2,"0,0130",-9.4,"0,0129",3354,0,3354,0,920.7," ,0",2652," ,0",8.64,0,13.14,0,4.14,0,,,,,,,,,,,,,,,,
USW00024235,1958,42.6003,-123.3641,1168,"SEXTON SUMMIT, OR US",,,222.9,,222.9,0,136,0,82,0,6,0,47,,23,0,0,0,74,0,8,0,103,0,3,0,,,,,,,-8.9,"0,1116, ",711," ,0,0405,+",241," ,0,0330, ",52.1," ,0,0224, ",33.9,"0,0727, ",0,"0,1022",-4.4,"0,1114",-4.4,"0,1114",-7.2,"0,1115",-8.9,"0,1116",-1.7,"0,0512",-2.2,"0,0424",-4.4,"0,0307",,,,,3490.5,5,3490.5,0,917.7," ,0",2262," ,0",10.26,0,14.73,0,5.79,0,,,,,,,,,,,,,,,,
USW00024235,1959,42.6003,-123.3641,1168,"SEXTON SUMMIT, OR US",,,119.7,,119.7,0,101,0,58,0,4,0,42,,15,0,0,0,109,0,15,0,75,0,4,0,,,,,,,-9.4,"0,0103, ",889," ,0,0215, ",572," ,0,0214, ",56.1," ,0,0111, ",33.9,"0,0722,+",0,"0,1006",-2.2,"0,1104",-4.4,"0,1225",-7.8,"0,1231",,,-0.6,"0,0519",-2.2,"0,0504",-4.4,"0,0406",-7.2,"0,0104",-9.4,"0,0103",3386.9,9,3386.9,0,624.6," ,0",1775," ,0",8.55,0,13.32,0,3.78,0,,,,,,,,,,,,,,,,
USW00024235,1960,42.6003,-123.3641,1168,"SEXTON SUMMIT, OR US",,,171.5,,171.5,0,134,0,82,0,14,0,54,,25,0,0,0,125,0,15,0,101,0,6,0,,,,,,,-8.3,"0,0102,+",330," ,0,0116, ",218," ,0,0107, ",89.2," ,0,1123, ",33.9,"0,0808,+",0,"0,1008",-2.2,"0,1114",-5,"0,1127",,,,,-1.7,"0,0524",-2.2,"0,0522",-5,"0,0422",-7.8,"0,0301",,,3708.3,3,3708.3,0,1186.8," ,0",2311," ,0",8.77,0,13.37,0,4.17,0,,,,,,,,,,,,,,,,
USW00024235,1961,42.6003,-123.3641,1168,"SEXTON SUMMIT, OR US",,,181.4,,181.4,0,131,0,85,0,8,0,38,,27,0,0,0,112,0,14,0,90,0,7,0,,,,,,,-8.3,"0,1211, ",229," ,0,0311, ",216," ,0,1124, ",98.8," ,0,1123, ",35,"0,0615, ",0,"0,1007",-2.2,"0,1021",-5,"0,1115",-6.7,"0,1120",,,-1.1,"0,0523",-2.2,"0,0504",-5,"0,0422",,,,,3484.3,3,3484.3,0,1378.5," ,0",2277," ,0",8.82,0,13.36,0,4.27,0,,,,,,,,,,,,,,,,
USW00024235,1962,42.6003,-123.3641,1168,"SEXTON SUMMIT, OR US",,,107.9,,107.9,0,113,0,71,0,13,0,41,,15,0,1,0,98,0,22,0,84,0,0,0,,,,,,,-18.9,"0,0121, ",356," ,0,0303, ",216," ,0,0119, ",54.6," ,0,1009, ",31.7,"0,0727,+",-0.6,"0,1114",-2.2,"0,1127",-4.4,"0,1129",-7.2,"0,1224",,,0,"0,0604",-2.2,"0,0513",-6.1,"0,0312",-10.6,"0,0227",-10.6,"0,0227",3750.4,4,3750.4,0,1043," ,0",1466," ,0",8.8,0,13.46,0,4.13,0,,,,,,,,,,,,,,,,
USW00024235,1963,42.6003,-123.3641,1168,"SEXTON SUMMIT, OR US",,,79.8,,79.8,0,139,0,87,0,12,0,29,,21,0,0,0,92,0,15,0,73,0,0,0,,,,,,,-11.1,"0,0111, ",356," ,0,0419, ",208," ,0,0415, ",72.6," ,0,0505, ",30.6,"0,0926,+",0,"0,1030",-4.4,"0,1120",-4.4,"0,1120",,,,,0,"0,0512",-3.3,"0,0421",-6.1,"0,0420",-9.4,"0,0112",-9.4,"0,0112",3488.6,6,3488.6,0,1285.4," ,0",1591," ,0",8.59,0,12.96,0,4.23,0,,,,,,,,,,,,,,,,
USW00024235,1964,42.6003,-123.3641,1168,"SEXTON SUMMIT, OR US",,,,,,,126,0,82,0,12,0,84,,41,0,,,,,32,0,80,0,2,0,,,,,,,,,762," ,0,0124, ",279," ,0,0117, ",100.3," ,0,1221, ",32.2,"0,0822,+",,,,,,,,,,,,,,,,,,,,,3804.7,7,3804.7,0,1201.6," ,0",4389," ,0",,,12.77,0,,,,,,,,,,,,,,,,,,
USW00024235,1965,42.6003,-123.3641,1168,"SEXTON SUMMIT, OR US",,,117.6,,117.6,0,102,0,55,0,6,0,42,,22,0,0,0,104,0,22,0,95,0,2,0,,,29, ,,,-7.2,"0,1231,+",1346," ,0,0108,+",826," ,0,1228, ",78.7," ,0,1228, ",32.8,"0,0730, ",0,"0,0917",-2.8,"0,1124",-4.4,"0,1212",-6.7,"0,1223",,,0,"0,0524",-2.2,"0,0517",-5.6,"0,0506",-7.2,"0,0103",,,,,,,688.3," ,0",3232," ,0",9.08,0,14.03,0,4.13,0,90,X,,,,,,,22.8,X,,,,,,
USW00024235,1966,42.6003,-123.3641,1168,"SEXTON SUMMIT, OR US",,,102.3,,102.3,0,126,0,64,0,8,0,91,,21,0,0,0,124,0,20,0,102,0,1,0,,,,,,,-7.2,"0,0303,+",1727," ,0,0103, ",213," ,0,1121, ",67.1," ,0,1114, ",33.9,"0,0615, ",-1.1,"0,1011",-2.2,"0,1012",-4.4,"0,1226",,,,,-1.1,"0,0603",-2.8,"0,0601",-6.7,"0,0317",-6.7,"0,0317",,,3544.2,2,3544.2,0,837.2," ,0",1980," ,0",8.8,0,13.78,0,3.83,0,,,,,,,,,,,,,,,,
USW00024235,1967,42.6003,-123.3641,1168,"SEXTON SUMMIT, OR US",,,234.1,,234.1,0,113,0,55,0,2,0,69,,27,0,0,0,126,0,31,0,110,0,7,0,,,,,,,-10,"0,1214,+",483," ,0,1221,+",272," ,0,0213, ",27.9," ,0,1002, ",33.9,"0,0815, ",0,"0,1118",-2.8,"0,1125",-4.4,"0,1205",-8.3,"0,1212",-10,"0,1213",-0.6,"0,0531",-2.8,"0,0510",-5,"0,0428",,,,,3661.6,6,3661.6,0,528.3," ,0",2761," ,0",9.13,0,13.82,0,4.42,0,,,,,,,,,,,,,,,,
USW00024235,1968,42.6003,-123.3641,1168,"SEXTON SUMMIT, OR US",,,152.1,,152.1,0,121,0,82,0,6,0,54,,27,0,0,0,113,0,27,0,83,0,4,0,,,,,,,-10.6,"0,1221, ",457," ,0,0201,+",188," ,0,1215, ",36.6," ,0,1029, ",32.2,"0,0831,+",-0.6,"0,1014",-2.2,"0,1114",-4.4,"0,1130",-8.3,"0,1219",-10,"0,1220",0,"0,0514",-4.4,"0,0506",-4.4,"0,0506",-8.3,"0,0128",,,3461.3,3,3461.3,0,860.3," ,0",2318," ,0",8.58,0,13.14,0,4.02,0,,,,,,,,,,,,,,,,
USW00024235,1969,42.6003,-123.3641,1168,"SEXTON SUMMIT, OR US",,,97.8,,97.8,0,133,0,78,0,11,0,95,,34,0,0,0,107,0,28,0,85,0,0,0,,,,,,,-10,"0,0123, ",2210," ,0,0201, ",866," ,0,0131, ",82.8," ,0,0131, ",31.1,"0,0603, ",-1.7,"0,1115",-2.2,"0,1226",,,,,,,-0.6,"0,0504",-2.2,"0,0502",-4.4,"0,0429",-6.7,"0,0131",-8.9,"0,0129",3852.8,8,3852.8,0,1122," ,0",3823," ,0",8.57,0,12.89,0,4.24,0,,,,,,,,,,,,,,,,
USW00024235,1970,42.6003,-123.3641,1168,"SEXTON SUMMIT, OR US",,,185.3,,185.3,0,124,0,79,0,16,0,51,,26,0,0,0,117,0,18,0,106,0,5,0,,,,,,,-6.1,"0,0105, ",457," ,0,1203, ",267," ,0,1201, ",69.9," ,0,0126, ",33.3,"0,0620, ",0,"0,1007",-2.2,"0,1026",-5,"0,1121",,,,,0,"0,0513",-2.2,"0,0512",-5.6,"0,0427",,,,,3475.4,4,3475.4,0,1300.2," ,0",2431," ,0",8.98,0,13.52,0,4.43,0,,,,,,,,,,,,,,,,
USW00024235,1971,42.6003,-123.3641,1168,"SEXTON SUMMIT, OR US",,,167.9,,167.9,0,135,0,100,0,10,0,,,45,0,0,0,147,0,35,0,86,0,3,0,,,,,,,-10.6,"0,0102, ",,,445," ,0,1210, ",72.1," ,0,1109, ",36.1,"0,0811, ",-0.6,"0,0929",-5.6,"0,1027",-5.6,"0,1027",-6.7,"0,1028",,,0,"0,0601",-2.8,"0,0517",-5,"0,0421",-9.4,"0,0301",-9.4,"0,0301",3853.2,2,3853.2,0,1290.6," ,0",5278," ,0",7.72,0,12.12,0,3.33,0,,,,,,,,,,,,,,,,
USW00024235,1972,42.6003,-123.3641,1168,"SEXTON SUMMIT, OR US",,,200.9,,200.9,0,131,0,87,0,8,0,,,26,0,0,0,108,0,31,0,91,0,7,0,,,,,,,-16.7,"0,1208, ",,,353," ,0,0222, ",65.5," ,0,0122, ",36.1,"0,0807, ",0,"0,0927",-2.2,"0,1029",-5.6,"0,1203",-9.4,"0,1204",-9.4,"0,1204",-0.6,"0,0524",-2.2,"0,0430",-5.6,"0,0429",-6.7,"0,0418",-8.9,"0,0201",3827.7,7,3827.7,0,1158.7," ,0",2826," ,0",8.61,0,13.27,0,3.95,0,,,,,,,,,,,,,,,,
USW00024235,1973,42.6003,-123.3641,1168,"SEXTON SUMMIT, OR US",,,144.1,,144.1,0,141,0,105,0,15,0,60,,40,0,0,0,126,0,25,0,85,0,0,0,,,,,,,-7.8,"0,0107,+",381," ,0,1126, ",251," ,0,0319, ",92.2," ,0,1105, ",31.7,"0,0728, ",0,"0,1002",-2.2,"0,1101",-5,"0,1118",,,,,0,"0,0617",-2.8,"0,0428",-5,"0,0317",-6.7,"0,0126",,,3714.9,9,3714.9,0,1485.4," ,0",3456," ,0",8.27,0,12.92,0,3.62,0,190,X,,,,,,,24.1,X,,,,,,
USW00024235,1974,42.6003,-123.3641,1168,"SEXTON SUMMIT, OR US",,,182.6,,182.6,0,119,0,65,0,11,0,46,,28,0,0,0,146,0,26,0,97,0,2,0,,,,,,,-11.7,"0,0106, ",635," ,0,0307,+",254," ,0,0221, ",133.4," ,0,0115, ",32.2,"0,0924,+",-0.6,"0,1028",-3.3,"0,1121",-4.4,"0,1222",-7.2,"0,1223",,,0,"0,0607",-2.2,"0,0518",-5,"0,0412",-8.9,"0,0308",-8.9,"0,0308",4111.2,2,4111.2,0,1129.7," ,0",2948," ,0",8.2,0,12.87,0,3.53,0,170,X,,,,,,,20.6,X,,,,,,
USW00024235,1975,42.6003,-123.3641,1168,"SEXTON SUMMIT, OR US",,,149.1,,149.1,0,144,0,93,0,9,0,99,,42,0,0,0,125,0,35,0,86,0,2,0,,,,,,,-7.8,"0,0130,+",889," ,0,0205, ",315," ,0,0321, ",38.6," ,0,1204, ",33.3,"0,0905,+",-1.1,"0,1022",-2.2,"0,1108",-4.4,"0,1116",-6.7,"0,1118",,,-0.6,"0,0524",-2.2,"0,0504",-5,"0,0416",-7.2,"0,0221",,,3789.4,4,3789.4,0,984," ,0",4301," ,0",8.12,0,12.47,0,3.77,0,200,X,,,,,,,19.7,X,,,,,,
USW00024235,1976,42.6003,-123.3641,1168,"SEXTON SUMMIT, OR US",,,87.7,,87.7,0,101,0,51,0,2,0,32,,14,0,0,0,93,0,11,0,90,0,0,0,,,,,,,-10.6,"0,0205,+",203," ,0,0401,+",277," ,0,0331, ",28.7," ,0,0806, ",30.6,"0,0830,+",-1.1,"0,1125",-2.8,"0,1126",,,,,,,0,"0,0603",-2.8,"0,0426",-5,"0,0416",-6.7,"0,0401",-10.6,"0,0205",3741.2,2,3741.2,0,465.9," ,0",1384," ,0",9.44,0,14.13,0,4.75,0,210,X,,,,,,,19.2,X,,,,,,
USW00024235,1977,42.6003,-123.3641,1168,"SEXTON SUMMIT, OR US",,,156.1,,156.1,0,130,0,85,0,2,0,50,,27,0,0,0,96,0,15,0,90,0,6,0,,,,,,,-8.3,"0,1120,+",279," ,0,0304,+",191," ,0,1216, ",45.7," ,0,0928, ",35,"0,0816, ",-0.6,"0,1103",-2.2,"0,1108",-4.4,"0,1117",-7.8,"0,1118",,,-1.1,"0,0527",-2.2,"0,0506",-4.4,"0,0329",,,,,3038.7,7,3038.7,0,746.2," ,0",2377," ,0",9.12,0,13.66,0,4.57,0,,,,,,,,,,,,,,,,
